,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
10,-4.619913,4.093646,4.3118544,4.2908688,3.9221635,3.862176,3.8498623,3.79515,3.5158162,3.706627,3.9418285,3.778306,4.0469537,3.7351742,3.812655,3.8835912,3.3832948,3.8990057,3.3353937,4.2781973,3.7973404,3.7630427,4.258724,3.6805785,4.1986775,3.8145587,-1.0031271,-1.1523502,1.5106705,-0.5963261,0.96414965,-0.9716134,-0.60591334,-0.20050108,-0.49646708,0.42260885,-0.58875674,-0.58055085,-0.3016411,-0.039538372,-0.32460338,-1.9385359,0.7587621,-1.1613384,0.74423796,1.1344566,1.0350157,-0.13151157,-0.10289807,-0.22100168,-0.27961707
11,-4.4754214,4.07416,3.7902973,3.8779445,4.1888223,3.6399112,4.040734,3.6958368,3.304512,4.13243,3.9929798,3.9894586,3.9815,4.210618,4.0918226,3.7663443,3.8303165,3.7998247,4.1875606,3.7595851,4.0549245,3.5005066,3.6569788,3.8195598,4.0795994,3.716886,-0.11697781,-1.1839191,2.7231998,-1.2997702,-0.030904885,-0.82546014,-0.36011192,-0.4937444,0.28803992,0.58939856,-0.81784964,-0.26967686,0.32910228,-0.04303789,-0.3635293,-0.32473662,0.5047392,-0.36489022,0.5090436,1.123624,-0.14125407,-0.66936773,-0.23726009,0.14616397,-0.044056837
12,-4.635809,4.040913,3.6918428,3.824951,4.007758,3.9942057,3.9515107,3.2305515,3.736642,3.7367468,3.5687966,3.6748495,3.6823366,3.8161685,3.8450596,3.9143624,4.315053,4.24445,3.8629208,3.9743621,3.7739258,3.9760222,4.019224,3.9053855,3.8978574,3.8043308,-0.67386776,-1.537831,2.6473901,-1.1764185,1.2031045,-0.8787268,-1.1484413,-0.3940183,0.4279221,1.1591022,-1.8042241,-0.8360809,0.34901845,0.14702748,0.033364028,-1.0714563,0.42553318,-0.820758,0.29070598,0.84627146,0.23589,-0.34120187,-0.055593386,0.40164807,0.082717866
13,-4.7607346,3.8877144,4.0330377,4.2755136,3.9655652,4.0756774,3.9167955,3.8233793,3.7393835,3.5641437,3.969713,3.8469937,4.0892653,3.8043735,3.8286831,3.6707928,3.934785,3.9473922,4.0542135,3.8947024,4.0293493,3.8750942,3.4251373,3.9113672,4.027321,4.0134006,-1.1651709,-1.8585646,1.6574008,-1.2636812,0.8077417,-0.86851716,-0.12197894,-0.6100214,0.14563994,0.762553,-0.940347,-0.8546452,0.5971245,-0.16428854,0.16020831,-1.5193915,0.5233449,-1.1093026,1.3659894,1.2937812,0.45559713,-0.11434953,-0.07150556,0.48616302,0.21703747
14,-5.0852747,4.22796,4.084093,4.111148,3.926641,3.8568466,4.149598,3.6291847,4.049399,3.816709,3.791237,3.6811378,3.8150012,3.7848938,3.7034767,3.4672837,4.178421,4.2145905,4.0279593,4.283566,4.172355,3.7703552,3.950787,3.856763,4.173975,4.1688576,-0.6582391,-1.917739,2.5742366,-1.3382994,1.3726554,-1.1119274,-0.46512455,-0.18509595,0.20174761,0.29073045,-0.5873357,-1.2607182,0.433648,0.08911077,-0.62841797,-1.7778533,0.46254537,-0.6121509,0.8482977,1.4054737,1.1640314,-0.11875728,0.07032206,0.22260594,0.14449379
15,-4.7313733,3.8520646,3.6382134,4.038774,3.5655005,3.9271019,3.7213213,4.1197634,3.91234,3.7835786,3.8858776,3.9742541,4.0526543,3.9828548,3.9373534,3.6727045,3.7696538,3.8022668,3.8987255,3.9928665,3.5378482,3.857274,3.5828514,4.1445985,3.400302,3.8491266,-1.0615747,-2.179959,3.239128,-2.597155,0.5216628,-1.0676987,-0.7370705,-1.4871912,-0.10318018,0.75490797,-1.0709497,-0.81316644,1.227781,0.11377043,-0.75477815,-1.8699989,1.0341486,-0.7754841,0.53102154,1.0584855,-0.078249864,-0.6161913,-0.7394085,0.24267867,-0.24627858
16,-4.601289,4.1018267,4.1758637,3.897602,4.001769,4.2662983,3.8199098,3.7152383,3.911874,4.2943177,3.648371,4.3609443,3.4786153,3.9462197,3.9062593,3.8947685,3.811651,3.9038813,4.2208414,3.3913512,4.0842814,4.1611423,3.721712,4.1513042,3.8824146,4.0410495,-0.27541703,-1.1883073,1.8089926,-1.1312976,0.13312528,-0.53603494,-0.31129503,-0.69936633,-0.31261146,0.84744036,-0.6901643,-1.486395,1.2075926,0.16715966,-0.067427754,-1.7974943,0.5412321,-0.4732439,0.64877623,1.1382494,-0.16666186,-0.7462767,-0.16045034,0.146163,0.20597011
17,-4.8387446,3.892994,4.128583,3.9384637,3.7432292,3.9505072,4.1191335,3.7187386,3.7643626,3.840047,3.7818136,3.904622,3.977374,3.997259,4.0088167,3.8847196,3.815979,3.872167,4.3426685,3.3828874,3.8926344,3.9572437,3.5990732,3.4761853,3.7120087,3.6990085,-1.0621313,-1.7747971,1.7281965,-1.6933044,1.4275361,-1.1731098,-1.1828883,-1.0979694,0.5800548,0.74586535,-0.26084715,-0.7875471,0.23276906,0.012457858,0.09280245,-1.2252866,0.8959179,-0.7951905,0.70999163,1.4476017,0.5660212,-0.13849455,-0.7959717,0.42617348,0.5041971
18,-4.994962,4.127685,3.835159,3.9112005,4.0658927,3.7607687,4.004996,3.8502471,3.722319,4.1478276,3.730353,3.3596478,3.717115,3.7996628,3.6109283,3.426421,4.1332397,3.4426353,3.7356582,4.0854845,4.0591803,4.0261655,4.148585,3.4855685,3.650167,3.7964633,-0.872267,-2.973226,3.1071346,-2.031431,0.68944025,-1.0567605,-0.8831728,-0.44395334,-0.15558502,0.7775071,-1.5965616,-1.0510055,0.81069356,0.1493267,-0.0586683,-0.83131784,0.97917914,-1.5069113,0.54410183,0.8323981,0.52529776,-0.25877184,0.14145018,-0.21303643,-0.20955355
19,-4.5642686,4.3004427,3.692016,4.1228786,4.154807,3.7078362,3.7827835,3.6542633,4.2331457,3.9032214,4.0279713,3.7427468,4.103219,4.026341,3.8952007,3.8996472,4.2203813,3.7656288,3.8536127,3.6254978,3.8369067,3.9310293,3.6025386,3.8509018,4.1215315,3.7782412,-0.59498155,-1.537494,1.4857665,-1.2276953,0.48366794,-1.0574037,-0.68893075,-0.5247167,-0.054912727,0.54420954,-1.1219378,-0.5091456,0.86247236,0.07489027,-0.113988414,-0.53706783,0.37559143,-1.4687535,0.078604,0.9348166,-0.05474319,-0.81908333,-0.42580697,0.18704432,-0.062175993
20,-4.976161,3.9015586,4.2325783,4.318298,4.218384,3.7325077,3.7398407,3.9884067,3.7822862,3.4987447,3.9512722,4.0998144,4.0494347,3.9261227,3.8867345,3.819131,3.8548863,3.922435,3.8372958,3.7886813,4.0219145,4.1490316,3.8815777,3.958103,3.9172094,4.0588427,-1.8858702,-1.7509896,2.402589,-1.8158443,0.3440192,-1.4569376,-0.7459796,-0.88172275,-0.39039975,1.1367893,-0.18999772,-0.35337925,0.78118575,-0.46268466,-0.5402852,-1.4233816,0.642685,-1.4136817,0.6575544,0.56402683,1.0302747,0.08138675,-0.787043,0.097882986,0.2487736
21,-4.6604815,3.799265,3.8196454,4.1226654,3.8892572,3.976713,3.9349935,3.9435866,4.0665426,3.810524,4.1444182,3.820445,4.075136,3.605883,3.9581964,3.6314778,3.8699749,4.164174,3.733749,4.0433474,3.7803957,3.4892642,3.5191035,3.8495765,3.8216488,3.9974327,-0.61950314,-1.7607832,1.9591526,-1.4003922,1.0425303,-0.97300947,-0.88670176,-0.430566,0.043291066,0.7219541,-0.8661662,-0.5450165,0.91594833,0.31632808,-0.034183428,-1.3046759,0.6191956,-1.0266894,0.48714063,0.8889434,0.172753,-0.3678981,-0.3781725,0.6857688,0.40998724
22,-5.0187,3.9178634,3.9765341,3.8678432,4.2661877,4.1845694,4.1048527,4.0517287,4.0776024,3.629326,4.058467,3.5149698,3.9155405,4.1263313,3.7976944,3.7254214,4.077107,3.8481088,4.117073,3.887208,3.742724,3.9747367,3.9551277,3.9445713,3.9596224,3.5740037,0.086106315,-2.5124187,2.405965,-1.7409538,1.1918457,-0.6981315,-0.86448073,-0.54581445,-0.4984006,1.0298936,0.38115907,-0.8770994,0.70950603,-0.18329793,0.03627057,-0.7396443,0.55448806,-1.2681538,1.3321139,1.1291444,0.74491364,0.27109805,0.6788987,0.9824266,1.0598489
23,-4.505067,3.4825408,4.146156,3.6814108,3.9751346,4.0009785,3.8178139,3.806722,3.4669144,4.0790234,3.483992,3.7876441,4.1482844,4.1003866,3.7230606,4.1319227,3.6242974,3.4127781,4.072491,3.8775828,3.9300325,4.033947,3.9281714,3.6840386,4.1511254,3.812803,-0.31466362,-1.5564401,1.7973318,-1.1701347,0.96258855,-0.6703937,-0.51110333,-1.2018704,0.020811131,0.63909954,0.31854117,-0.57672757,0.27959886,-0.08415957,-0.041213505,-0.9313955,0.8641416,-0.36893183,0.715672,1.2843821,0.45426443,0.020657964,-1.0174464,-0.1980673,-0.23000595
24,-4.325205,4.0698776,3.6042883,4.1102605,3.808583,3.9090986,4.001255,3.7945528,3.3377633,3.6126378,4.0016465,4.310588,3.7599804,3.9434676,3.483703,3.8122213,3.88742,3.7749748,3.8922102,3.9508572,3.9511886,3.9154963,3.8959873,3.6372602,3.8928566,4.2629137,-1.1192794,-1.9355869,1.6280859,-1.4732672,-0.04230676,-0.3239734,-0.31178102,-0.34189114,-0.059904046,0.5312895,-0.23869655,-0.44429684,0.53913057,-0.06792454,-0.22416303,-1.0988637,0.61516213,-0.5593576,0.5009955,0.9470374,-0.003869245,-0.18224908,-0.75801617,-0.107287735,0.043265123
25,-4.672293,4.0981836,4.139742,4.1757483,3.9592686,3.83323,3.5639865,3.8016129,3.9058318,3.8568692,4.0537777,3.9007058,3.8965926,4.0656686,4.016961,3.7378767,3.8834827,3.9503906,3.691988,3.8019521,4.1348586,4.1147046,3.933802,3.8123848,3.796355,3.4177678,-0.6028349,-1.424533,1.5402645,-1.2148513,1.1869385,-1.3323445,-0.44413945,-0.45910525,-0.0025378189,0.35220498,-0.7010473,-0.8641055,0.6796084,0.03645358,-0.152191,-1.7658236,0.5689101,-0.5947489,1.7700938,1.6347147,0.109185636,-0.23795705,-0.52256566,0.5588296,0.27069873
26,-4.4805436,3.9378977,4.053035,3.6593294,3.9549582,3.7732503,3.8028798,3.9072282,4.0445156,3.7645166,4.1058207,3.7708476,3.8007348,4.1989503,3.657687,3.633233,4.170763,4.1338744,3.8898466,3.6711724,3.8234797,3.8069613,3.7889938,3.6735642,3.9924548,3.8979077,-1.082503,-1.643296,1.562782,-1.5287739,0.82364225,-1.0555629,-0.4603492,-0.7017373,-0.24734792,0.5824349,-0.7654582,-0.71449804,0.8914188,-0.099040255,-0.44662395,-0.59069026,0.42148197,-1.1395569,0.8752084,1.1746166,-0.19913378,-0.5564543,-0.5321982,-0.059782304,0.1573492
27,-4.6232414,4.2748833,3.8649693,3.907921,3.8968716,3.8164196,3.6421673,3.6193895,3.9168665,4.0555453,4.075149,3.9630182,3.7635164,3.9061003,3.7311454,3.9576287,3.8113909,3.8670385,4.0469813,3.6051397,3.6874747,4.0844626,3.6621053,3.5431273,3.6833007,3.835709,-0.31987342,-1.5000834,1.9222105,-2.0772524,0.45481783,-1.1525606,-0.29676253,-0.33468828,0.079961225,0.48921826,-0.7849473,-0.7207428,0.43651187,0.41044307,0.00048207617,-0.9566195,0.55111223,-0.6872371,0.87953246,1.9274812,0.14235105,-0.17556186,-0.64160067,-0.20196964,-0.3002384
28,-4.849494,3.785231,3.9840262,4.1832204,3.8252702,4.132012,4.051561,3.551405,3.8888378,3.9022465,3.9047067,3.7531426,3.9244206,4.1802554,3.8800948,4.036817,3.9631546,3.9573536,3.8107543,3.7707043,4.1969337,3.9132876,3.7319877,3.3872066,3.966688,3.6891034,-0.5615481,-1.9861423,1.3785853,-2.1242194,1.8108253,-1.1006616,-1.3294808,-1.4378107,0.14386185,0.60199904,-0.6724817,-0.4605011,0.8549811,-0.013958372,-0.2113077,-1.1094772,0.842423,-0.83868855,0.84692305,0.47199753,0.40307942,0.19394158,-0.45970005,-0.26424882,0.024042273
29,-4.585188,3.9921553,3.8118339,4.036317,4.0712476,3.8118193,3.5519493,4.0507193,3.6656394,3.9487193,4.3576956,3.6539826,3.5727367,3.4437807,3.665532,3.7231247,3.8142004,4.123748,3.850313,3.9535267,3.6149774,3.6539092,3.6740453,4.137663,4.024863,3.7026236,-0.9120713,-1.8508857,1.4584043,-1.237454,0.8096673,-0.92969686,-0.40642306,-0.98463655,0.3814889,0.6332932,-0.9749618,-0.54952335,1.1443236,0.2646826,-0.27942488,-1.722997,0.67374825,-0.7600853,0.28034416,0.6549325,1.2011391,0.64363503,0.1320722,-0.052730355,-0.0502749
30,-4.744133,3.5389385,3.9177399,4.0687966,3.7204452,3.5869508,3.7609828,3.670413,4.2212844,3.883157,4.0778537,4.3578267,3.550781,3.5124536,3.8657336,3.5660717,3.6695828,3.8552077,4.3645983,3.8451228,3.6811576,3.9682364,3.7346945,3.9040225,3.822733,4.19417,-1.9290465,-1.7940117,1.8828218,-1.485947,1.0534298,-1.6004848,-0.4673866,-0.6120843,0.054716557,0.7949402,-0.18475914,-1.5293603,-0.015416188,-0.008868292,-0.3305606,-1.7423277,0.6957204,-0.8187495,1.0277709,2.2203674,0.54126626,0.21511562,-0.107353196,0.20337656,0.06653749
31,-4.644664,4.018642,3.745519,4.091005,3.7352493,3.9188564,3.9742599,3.6102571,3.4756458,4.0902314,3.7934356,3.5148668,3.8499181,3.9301481,4.023463,3.6614776,4.041079,3.6036203,3.5292659,3.6030898,4.013467,3.8887427,3.4266038,3.7979252,3.891067,3.7958038,-0.7612254,-2.1171653,1.3936924,-1.8133037,1.462732,-0.69318455,-1.0490187,-1.6178516,0.16903476,0.6872582,-0.12838383,-0.4941941,0.9704328,0.09638291,-0.6414683,-0.894552,0.47475263,-2.038717,1.2775437,1.272694,0.910542,0.24285387,-0.4815455,-0.36165118,-0.1443015
32,-4.757001,3.8379743,4.044568,4.0057454,3.7641485,4.029025,3.98889,3.6921837,3.9292107,3.9984689,4.023814,3.4755857,3.887868,3.8762357,3.547403,3.753963,3.5280817,3.9818468,4.0332828,3.7546241,3.798118,3.7484663,4.084387,3.3263848,3.9550204,3.8604028,-0.72182477,-1.7418025,2.673671,-1.6713445,0.49949595,-1.153017,-0.6539844,-0.18855941,-0.009489818,0.5735181,-0.61290765,-0.80700624,0.24001503,-0.44298148,-0.09195498,-1.0458701,0.25572175,-1.1486738,1.5537044,1.6250936,0.080411814,-0.4006661,1.9644897,0.33702293,0.2729586
33,-4.512408,3.956429,3.7479703,3.9124486,3.5033538,3.827667,3.6774466,3.971215,3.8623848,3.6341276,3.4339128,3.8414679,3.9491923,3.7521918,4.188867,3.8755615,4.1027894,3.8940334,4.0599265,3.8861628,3.5640693,4.0513,4.053602,3.948164,3.9876552,3.9554489,-1.9195482,-1.1308621,0.7008754,-1.8197368,2.5342276,-1.2510782,-0.7759469,-0.26762626,0.3186991,0.33535582,-0.36726055,-0.6928185,0.3216566,-0.34987092,-0.40357536,-1.2198728,0.6318954,-0.7727631,0.7280356,0.83407784,-0.11766504,-0.63575435,-0.41919303,-0.16920286,-0.27534202
34,-4.6692066,3.7819145,3.759157,3.7845125,4.175046,3.5944834,3.6908004,3.9356515,4.059378,4.02764,3.7811358,3.9556713,4.018655,3.9461663,3.9206548,3.7748203,3.4332902,3.7673926,4.0465164,4.069189,3.7800417,3.3767068,3.9582474,4.1301537,3.9982889,3.9958189,-0.05679022,-2.03394,2.0616078,-1.1344235,0.57680315,-1.0480235,-0.94080955,-0.52324754,-0.483824,1.1491895,-0.28983068,-0.5789554,1.0253948,-0.072051354,-0.6378673,-1.5244766,0.55299234,-0.36473784,1.1220481,2.1893654,0.76086825,0.14086221,-0.33188644,0.40561894,0.45747203
35,-4.638261,3.3268278,3.862369,4.0976667,3.6562157,3.9312012,3.7629995,3.7497365,3.9143908,3.6027231,3.8969996,3.7156825,3.7468174,3.9322698,3.5791073,3.6521533,3.5418513,3.4432905,3.5666835,3.8133435,4.205267,3.7803645,4.1149697,3.762937,3.6730826,3.6586952,-3.3157022,-1.7188003,0.9096586,-1.8562111,1.31148,-0.6973324,-0.952119,-0.4266759,-0.30200568,0.6519711,-0.41461486,-1.1617353,1.0233194,0.17910214,-0.87208784,-1.5288613,1.0763137,-0.91944134,0.4857543,0.281197,0.6236348,-0.06665385,-1.5642794,-0.7220636,0.04540076
36,-4.992076,4.048068,3.5687535,4.179538,3.5554934,3.4662867,3.7885306,3.6807296,3.5589325,3.7745855,3.9456139,3.856293,3.7880747,3.6777143,3.9983916,3.8922381,3.8906977,3.5623517,3.9447134,3.8564222,3.9117317,4.005328,3.9881306,3.7269409,3.9168608,3.8667166,-1.2438339,-2.9607677,2.8838723,-1.7508017,-0.06293001,-1.5429853,-1.6051995,-1.1494023,0.21393654,0.93561137,-0.634892,-0.92740834,0.20378008,0.2704939,-0.33744946,-1.0339104,1.5884306,-0.7992168,0.9104028,1.600669,0.48969844,-0.33705604,-0.8626042,-0.6158789,-0.24226743
37,-5.3104296,3.4282825,4.1669383,4.1742234,3.940322,4.0248275,3.8920844,3.894936,3.8102264,3.441572,3.9889123,3.9099505,3.7308786,3.6944335,3.7282865,3.915898,3.7658978,3.8916175,4.0068326,3.9508703,4.0104146,3.8655443,4.101502,3.9106216,3.5945745,3.5981889,-1.6470253,-2.3075233,2.3398027,-2.183996,0.9851888,-2.1541054,0.010870819,-0.5818546,0.005693618,0.8240392,-1.2846824,-0.95598567,0.26802886,-0.7587044,-0.54314023,-1.2844424,1.2221293,-1.6566508,2.4793675,3.184549,0.73495144,-0.64002365,1.5251695,1.1630603,-0.053018164
38,-4.922932,3.8323123,4.1943564,4.3636765,3.9695857,3.5386245,3.4536934,3.60656,4.02095,3.824926,4.007454,3.733794,3.5570111,3.5402734,4.068562,3.6137314,3.7425704,3.9632137,3.8155282,3.9776478,3.5199466,3.9016974,3.9445105,3.95895,3.3854325,3.6203032,-0.67568755,-1.6651232,1.3087869,-1.8412181,0.6577908,-1.1489702,-1.3550947,-0.82512134,-0.02580272,1.0533148,-0.9005785,-1.8610504,0.25001162,0.5487449,-0.18255009,-1.5112714,1.3562157,-0.7407339,0.1253,0.6625644,-0.2560945,-0.78608036,-0.071612805,0.4620394,0.43271708
39,-5.008639,4.228899,3.8900945,4.075248,4.156469,4.0599914,3.651853,3.7215343,4.018579,4.0023665,4.1057663,3.489244,3.681528,3.7900853,3.711309,3.8882697,3.734705,3.8137422,3.636224,3.93252,3.8441653,3.7653775,3.9600904,3.8974724,3.9912956,3.5323944,-1.0065635,-2.1953807,1.2521739,-1.0028014,0.39114708,-2.1324546,-1.5245837,-0.7032637,0.680674,1.1796057,-0.09724693,-0.7291857,0.537704,-0.26779974,-0.65296876,-2.122551,1.3543931,-1.137927,0.5173911,1.4310592,0.9326291,-0.36940828,0.17354245,0.6626612,0.39907062
40,-4.5433497,4.1265354,4.115092,4.026372,4.423128,3.9460793,4.0475507,3.7137735,4.112575,3.9287043,3.9558542,3.6885562,3.9609325,3.5356603,3.8451629,3.6025445,3.9243,4.0699725,3.7509258,3.82794,3.768402,3.786664,3.8869338,3.9454587,4.0616026,3.4937735,-1.372158,-1.3067733,2.290025,-0.7459759,0.3797943,-0.6393705,-0.43613473,-0.36690947,-0.0054522846,0.5183785,-0.0023880342,-0.39870632,-0.46822456,0.122030236,-0.51048744,-0.82882535,0.40222192,-1.0610348,0.53734064,0.52053696,0.55295956,-0.19184038,-0.5972207,0.034899425,-0.352251
41,-4.6763678,3.87147,4.1783857,4.097178,3.748354,4.256196,3.8296075,3.7783024,3.5728648,3.5297801,3.9602323,3.6054573,3.5608041,3.9242013,3.7155037,3.4995818,3.618472,4.1702237,3.685358,4.2889056,3.7078013,3.9999456,3.7491066,3.6909935,4.2268248,3.84627,-0.6975272,-1.3116175,1.3830818,-2.160781,0.4178121,-0.8021044,-1.032597,-0.9448957,-0.13738006,0.96837735,-0.08157429,-0.2479345,1.0031974,0.023207195,-0.06693059,-0.9676836,0.2881573,-1.0225449,0.39844826,0.9993326,0.06710008,-0.37455952,-0.981955,0.21979012,0.22223341
42,-4.946318,3.8303204,3.9436052,4.0642557,4.1613173,3.940794,3.759274,3.8650723,3.687285,3.7164018,4.1737595,4.1893587,3.5318348,4.030474,3.6649048,3.9609706,3.9120831,3.7413814,4.049832,4.0223055,3.9832888,4.023264,3.82662,3.8603032,3.9555547,3.9624999,0.1517474,-1.9389472,1.8112848,-1.2235929,1.4711272,-1.0574164,-0.779526,-0.31568456,0.116257265,0.42441595,-0.6286885,-1.6350181,0.5636571,-0.27322167,0.15917045,-1.3774682,0.9171427,-1.1406809,0.79541916,1.6116844,0.55256855,-0.21247035,0.27162614,0.39923134,0.3016994
