,0,1,2,3,4
64,-19.07797,67.09442,1.0455043,-0.633404,2.8688486
65,12.371218,19.21643,0.7338312,-0.17483479,2.9725652
66,-9.105352,58.41478,0.94570804,-0.55065894,2.9211764
67,-23.15089,60.03419,1.0974983,-0.5902782,2.8968415
68,-24.082111,63.731766,1.1332581,-0.65279305,2.9075382
69,-19.120016,47.013145,1.0555496,-0.44196054,2.8751245
70,1.5045934,40.85298,0.84086335,-0.38390088,2.8947878
71,-4.425075,29.791185,0.9082047,-0.2877123,2.9224365
72,-20.517572,54.33128,1.0696574,-0.5192693,2.8996344
73,-9.166709,60.515175,0.94012105,-0.5517549,2.9254498
74,-18.549723,55.35287,1.0488267,-0.5298714,2.8911083
75,-23.97083,68.85755,1.0837532,-0.65124685,2.8309348
76,9.70044,35.745502,0.741715,-0.29478678,2.935422
77,4.881045,34.48808,0.83522135,-0.3574225,2.8629208
78,-3.8264916,36.53556,0.8364848,-0.28627294,2.9075067
79,-6.632432,53.699467,0.9228863,-0.49730423,2.9307601
80,-16.140203,64.62331,0.98559237,-0.59455985,2.8849382
81,-37.328987,85.171104,1.2450545,-0.8480698,2.8832753
82,-33.358803,60.709198,1.1681311,-0.5434941,2.9008043
83,-34.540966,76.77508,1.2156253,-0.7478024,2.8983386
84,-16.625391,62.02577,0.9898365,-0.5732941,2.8512795
85,-0.40647945,42.013023,0.86705256,-0.37523755,2.9298432
86,-10.4941225,47.92093,0.9731467,-0.46548685,2.872084
87,-9.961426,47.566475,0.9208727,-0.4181673,2.821077
88,-25.012993,49.48695,1.1198822,-0.4701736,2.7974203
89,-6.0522265,65.20166,0.8971118,-0.6019237,2.9095523
90,-26.611286,72.840904,1.141716,-0.72686106,2.8704689
91,-21.722157,67.82785,1.1022718,-0.6807672,2.8722553
92,-4.9641085,42.638454,0.87805814,-0.39441538,2.8480864
93,-33.352764,73.05991,1.1829997,-0.6974768,2.8523319
94,-27.540464,74.02596,1.1344676,-0.7262878,2.8909314
95,14.741796,33.04204,0.6606234,-0.25459868,2.881271
96,-14.779111,54.654537,1.0147951,-0.5177322,2.858507
97,-12.708263,53.13914,0.99158764,-0.5030821,2.8857622
98,-30.119493,75.879745,1.1255395,-0.7060586,2.862974
99,-6.4149227,43.977722,0.89764744,-0.40834388,2.8577642
100,-49.842205,90.49993,1.3780876,-0.9093841,2.9216652
101,-7.9525313,45.03703,0.9384641,-0.4415625,2.903237
102,-34.4111,72.90438,1.1998478,-0.68108934,2.9068735
103,-3.6753888,33.793293,0.8626955,-0.29310378,2.8817558
104,-33.280582,68.41969,1.2185218,-0.6719261,2.8816044
105,-7.9673753,47.298096,0.8943041,-0.39900646,2.8991845
106,-6.196403,36.558147,0.92662627,-0.3462707,2.8299174
107,-16.553291,52.094048,1.0240983,-0.49751425,2.8690414
108,-19.614977,58.192795,1.0392236,-0.54459774,2.8510776
109,5.397166,40.450058,0.79240936,-0.3813598,2.8410778
110,-13.951045,47.37782,0.94553834,-0.39580643,2.9029086
111,-31.545368,72.85223,1.171179,-0.7262589,2.9044106
112,-2.9610393,46.272953,0.87931395,-0.40929514,2.9126225
113,-17.756165,53.781105,1.0303826,-0.50637174,2.856947
114,6.0260563,31.69594,0.7876034,-0.28778827,2.8778949
115,-35.890163,82.88538,1.2145272,-0.8114417,2.883576
116,-25.84284,59.012867,1.1182098,-0.5648704,2.8795974
117,25.497005,15.687998,0.59482163,-0.12071871,2.8855586
118,-3.273821,34.957996,0.88953716,-0.31405318,2.8813896
119,-12.151384,52.840443,0.98246735,-0.49741796,2.8823261
120,-0.9469522,43.29487,0.85403216,-0.39743617,2.8952053
121,-25.130064,70.570564,1.1106477,-0.68033457,2.8920186
122,-11.010101,48.120995,0.98843914,-0.47945583,2.9421377
123,-25.105082,75.0873,1.1087373,-0.72469324,2.8830378
124,-8.42302,42.80919,0.93853587,-0.40617198,2.8904681
125,-28.34553,62.92314,1.1360664,-0.60271525,2.8586714
126,3.5318902,28.386454,0.85107106,-0.3020749,2.8537414
127,-18.439295,57.81764,1.0457231,-0.5514695,2.8725967
128,-14.8844595,50.63946,1.0173827,-0.49511346,2.8895113
129,-16.148222,59.216076,1.0169551,-0.5706282,2.8553889
130,-24.99267,64.89802,1.1161368,-0.62716746,2.90833
131,-11.966861,45.775505,0.98532695,-0.4504449,2.9013479
132,-30.686523,65.90892,1.1982495,-0.6589811,2.9334846
133,29.200052,8.196593,0.5523255,-0.05080812,2.9139652
134,3.7976847,46.57454,0.78441113,-0.39953282,2.8452826
135,-13.072655,55.305756,0.97831005,-0.5245736,2.8876846
136,0.5241103,27.570992,0.82424045,-0.21650745,2.858616
137,-13.543572,51.919968,0.9933985,-0.4906283,2.9323027
138,-24.59875,57.058342,1.0691221,-0.5005241,2.9101958
139,-14.820583,47.11116,0.98286027,-0.4286802,2.8892186
140,-19.69015,59.54895,1.0439235,-0.55248946,2.8838518
141,-40.69464,81.29589,1.2675918,-0.7809908,2.876262
142,-20.237665,59.990967,1.0653608,-0.59074146,2.8931687
143,-22.661303,75.974434,1.0779811,-0.7147269,2.869511
144,15.354507,20.18671,0.65083236,-0.121605314,2.9154263
145,-30.83163,63.667564,1.1514167,-0.6015929,2.9524376
146,6.3886466,41.79605,0.79956114,-0.39949062,2.9210837
147,-7.1480274,45.557945,0.9122499,-0.4193424,2.9070532
148,6.917489,37.007244,0.802549,-0.3615685,2.8580008
149,17.90388,24.357214,0.6622962,-0.20150284,2.9227252
150,-11.593855,62.580547,0.9755694,-0.61178774,2.9759088
151,-13.509719,50.235394,1.0197297,-0.48679972,2.8855689
152,-10.280056,56.689667,0.94130427,-0.5176171,2.9004402
153,-26.341537,72.35319,1.1304725,-0.7102868,2.9085143
154,-17.637026,59.672707,1.0312608,-0.56851315,2.8495228
155,-2.4092467,35.30869,0.8706855,-0.31629828,2.9145963
156,-16.406404,53.19566,1.0230504,-0.48730722,2.9545262
157,-13.987934,56.554295,1.0425504,-0.5675809,2.9483597
158,0.3778125,37.535378,0.87358385,-0.3748381,2.858086
159,-14.775108,50.336792,1.0254371,-0.49938646,2.9000247
160,-12.830481,56.849087,0.9728896,-0.5330742,2.835189
161,-1.0523696,36.626915,0.843122,-0.3252193,2.884071
162,-27.169846,68.103905,1.1683387,-0.69080913,2.878357
163,-21.94622,72.2406,1.0482743,-0.6688794,2.916542
164,-30.991941,69.26111,1.1389058,-0.6456724,2.8724961
165,15.440155,14.342872,0.6847806,-0.113820165,2.9045594
166,-15.690088,67.834236,0.9891534,-0.6196652,2.9409618
167,-4.962384,36.38618,0.8728164,-0.30755588,2.8991864
168,-21.83551,50.846558,1.0997046,-0.51193404,2.933393
169,9.107358,25.623703,0.7269655,-0.18871959,2.8721101
170,4.2140102,36.356075,0.81780875,-0.34747145,2.914766
171,-14.879927,42.41576,1.0054989,-0.414535,2.8658228
172,-0.6934049,35.50084,0.83719987,-0.28287974,2.9183333
173,-20.121399,67.923454,1.0528756,-0.6253923,2.895582
174,-10.192489,36.8979,0.96000135,-0.36123493,2.8910809
175,-13.196863,58.56897,1.0004398,-0.5521393,2.8865337
176,-20.498606,67.02104,1.0706124,-0.66563827,2.8921132
177,-10.269289,46.456867,0.9610388,-0.44866037,2.9142513
178,-29.970827,74.079094,1.1452574,-0.6907971,2.9147253
179,-21.648417,64.14293,1.0710361,-0.63073915,2.8941476
180,-13.475518,49.585945,0.9745357,-0.45043096,2.8640037
181,-27.527967,67.32831,1.1154704,-0.63785386,2.849808
182,-1.5530642,46.54947,0.8759825,-0.4445129,2.887019
183,-26.764174,56.89365,1.1554667,-0.5643978,2.8855116
184,-5.827102,45.1983,0.95048904,-0.47438875,2.9308567
185,-15.88497,55.631832,0.9967211,-0.5086142,2.872476
186,8.657708,28.054646,0.7459372,-0.22554408,2.8862157
187,-16.360067,49.642345,1.0162256,-0.46717387,2.84809
188,-16.286661,55.579044,1.0400229,-0.55200225,2.862811
189,-25.130974,73.52401,1.0992469,-0.685053,2.8233738
190,-36.9646,76.97756,1.2643338,-0.7699826,2.8921304
191,-17.88077,65.531334,1.0349983,-0.6259812,2.8508623
192,-31.804422,80.39486,1.1786318,-0.75965095,2.8654497
193,4.107067,41.357,0.84072816,-0.4181458,2.9016056
194,-25.852308,60.102676,1.1522038,-0.6115792,2.9036007
195,4.348741,31.485273,0.78564924,-0.25483367,2.8125074
196,-40.943687,67.83336,1.2786866,-0.6775746,2.8539445
197,-8.633972,47.12289,0.9611863,-0.45667714,2.8990943
198,-14.318849,61.427025,1.0058976,-0.5856542,2.8926747
199,-23.311247,70.146805,1.0453105,-0.616389,2.926054
200,-3.3838916,55.757286,0.8858975,-0.5028578,2.9151545
201,6.810528,31.01515,0.79563546,-0.28200132,2.8816648
202,9.868984,27.930073,0.7431862,-0.24328625,2.8440285
203,-39.71258,85.50653,1.2571502,-0.82139283,2.9323783
204,-17.699282,54.307144,1.0162076,-0.4923848,2.8817089
205,-33.600235,77.56928,1.2092304,-0.76202834,2.857813
206,-6.879317,43.19993,0.90892684,-0.38435155,2.7968564
207,5.00794,31.864363,0.78178567,-0.25693414,2.8855946
208,4.7608953,38.59674,0.803815,-0.34234476,2.8117218
209,-12.047763,45.365402,0.98856616,-0.45140642,2.8645327
210,-9.087375,50.87099,0.97057515,-0.515048,2.8642285
211,-31.925524,73.043686,1.1846681,-0.7192551,2.8836539
212,-20.580715,56.33901,1.0620344,-0.54252476,2.849397
213,10.028167,37.383522,0.73746943,-0.35053357,2.889804
214,8.287626,38.3752,0.76851475,-0.35870284,2.8529334
215,3.5433848,33.11472,0.8057063,-0.3019411,2.8910875
216,-10.450332,44.721504,0.9830195,-0.44481578,2.8624492
217,-8.851328,35.46959,0.9127886,-0.2933669,2.9106512
218,4.8741574,40.83474,0.80136144,-0.3619595,2.9337077
219,-27.50291,66.604614,1.1383775,-0.6465058,2.9321089
220,-6.6127324,41.804184,0.8962926,-0.35841194,2.8982265
221,-14.362238,54.45823,1.0048712,-0.5200275,2.8924363
222,-18.135286,65.301605,1.0601205,-0.65783775,2.9253747
223,-12.310815,50.40753,0.95560247,-0.43524152,2.889901
224,-23.20148,63.812763,1.1256548,-0.6444438,2.899466
225,3.7382145,34.693398,0.76532227,-0.2770294,2.9218342
226,-12.735314,43.835453,1.0456274,-0.48681742,2.8717678
227,-19.679308,60.690998,1.0453933,-0.5738601,2.889789
228,-5.2042193,50.048866,0.92971414,-0.491122,2.8948357
229,10.1802225,18.42572,0.72150403,-0.1163924,2.9213815
230,-0.8875557,36.243374,0.8337013,-0.32546058,2.938909
231,6.6001005,29.647673,0.7905364,-0.26692814,2.8379962
232,-5.4998307,37.49688,0.92996514,-0.37156063,2.8993566
233,-25.708181,65.419464,1.1243128,-0.6424282,2.8368385
234,-31.902103,59.68826,1.1527762,-0.5565931,2.9042327
235,3.918144,41.539154,0.82285506,-0.38227135,2.8523417
236,-1.5063922,37.187645,0.90242195,-0.37737334,2.882059
237,-4.824457,39.12327,0.90616554,-0.37243026,2.8939571
238,2.7866597,44.91986,0.8122099,-0.4067445,2.8599696
239,-14.289125,51.226086,1.0489143,-0.542789,2.869243
240,-16.548597,58.0208,1.0176419,-0.55435365,2.8732004
241,-8.520325,48.71937,0.9614438,-0.4760413,2.8686123
242,-17.483011,56.144413,0.9912031,-0.48967496,2.8590949
243,-25.14623,60.33563,1.1319493,-0.5976579,2.8722265
244,-2.9326103,48.873943,0.86894083,-0.44293216,2.9088824
245,-11.472315,50.524765,0.93223923,-0.42903095,2.865056
246,-1.6109688,44.327724,0.86729634,-0.41649878,2.9107234
247,13.580468,35.596466,0.74014235,-0.36589846,2.8702745
248,-2.9864597,47.94987,0.9040105,-0.45939872,2.8745444
249,-12.937024,57.480232,0.9739571,-0.5228496,2.951977
250,3.0089946,38.824917,0.8131828,-0.3321359,2.853402
251,-8.438955,40.135815,0.92206776,-0.38764134,2.8980334
252,-12.019463,48.26402,0.9790442,-0.46272242,2.8817046
253,5.0909367,25.724436,0.8070253,-0.237274,2.9397895
254,-10.700397,53.8497,0.9663698,-0.5236905,2.9298267
255,-22.835577,66.94891,1.069929,-0.6296179,2.8357165
256,-17.22446,53.998287,1.0085193,-0.48858327,2.9285827
257,-5.5607305,43.293636,0.9169984,-0.40105182,2.9012165
258,3.1022363,36.932888,0.8352915,-0.36872995,2.9125926
259,-4.702694,48.58074,0.8816648,-0.42379528,2.9124792
260,-4.365662,44.383247,0.92921793,-0.4639031,2.8082807
261,-29.834215,70.45937,1.1707549,-0.693463,2.898413
262,3.528354,29.416601,0.80221045,-0.2410078,2.855611
263,-25.076416,70.94965,1.1085037,-0.6646807,2.8793085
264,6.6349235,30.870472,0.7825008,-0.27627492,2.890896
265,-22.57575,54.392357,1.0840818,-0.5334563,2.9798622
266,-13.430465,53.48845,1.0124742,-0.5549948,2.913666
267,5.422345,37.61153,0.7608842,-0.31490237,2.8797557
268,-20.059784,63.587105,1.0763247,-0.6238643,2.8931808
269,-22.356321,53.731815,1.1186353,-0.5453434,2.910347
270,-28.305761,66.14615,1.1498497,-0.64880794,2.9079437
271,-6.621998,37.067722,0.9105699,-0.34176645,2.8522172
272,-5.686072,33.04418,0.8663936,-0.2502347,2.8222635
273,-17.225456,59.265945,1.0222093,-0.56647897,2.869712
274,7.99454,16.18193,0.77100396,-0.13006923,2.847727
275,-24.02755,51.020664,1.1121626,-0.49941465,2.8713515
276,-16.783329,50.255367,1.0372974,-0.5017094,2.8651714
277,-17.386135,54.661892,1.0519335,-0.5413165,2.90036
278,-13.647672,55.385265,0.9811536,-0.5222626,2.889151
279,-1.528162,40.180847,0.8708904,-0.37526068,2.8490083
280,-14.505769,70.05439,1.0507878,-0.7063192,2.8719275
281,13.497155,19.074032,0.6609079,-0.11699642,2.9348688
282,-1.0062158,44.162304,0.8568732,-0.38752678,2.8452091
283,-31.98832,85.291,1.2167426,-0.8579198,2.9019976
284,-24.130892,67.849754,1.10423,-0.6680418,2.9231467
285,-9.87285,53.522396,0.9516259,-0.50125176,2.8245316
286,1.8038288,27.620552,0.8253369,-0.24121639,2.9372096
287,-1.3977015,42.821774,0.8647516,-0.40537027,2.8712058
288,-3.9516735,56.385006,0.8574593,-0.48875898,2.863312
289,-34.64266,64.43226,1.241693,-0.6834873,2.8837245
290,-31.475164,75.245766,1.1527821,-0.70073605,2.8499327
291,-21.70268,79.80511,1.0905453,-0.7902117,2.9401817
292,-5.4792113,46.475918,0.883995,-0.4103394,2.8547165
293,-22.37453,57.89896,1.1319411,-0.61780596,2.9013283
294,-15.026688,58.894634,0.9929699,-0.5435134,2.857167
295,-1.8270953,31.17332,0.841052,-0.26641443,2.899379
296,-38.722694,77.419914,1.214944,-0.7198605,2.8843136
297,-29.166342,57.416996,1.2058418,-0.61323965,2.877121
298,3.3737676,44.1797,0.8114741,-0.392945,2.8555958
299,-3.8625078,43.776943,0.88437617,-0.40605092,2.7885933
300,13.253093,32.410263,0.6736115,-0.2551043,2.8786101
301,-39.233196,76.30758,1.2283871,-0.7247187,2.8817992
302,-30.09322,63.265457,1.170522,-0.6377698,2.8831813
303,-18.321651,60.654556,1.0400141,-0.59584755,2.8670127
304,-39.919632,83.2927,1.2866409,-0.8253458,2.8686562
305,-8.949693,48.66996,0.9522902,-0.47122216,2.8613436
306,-20.774258,60.559547,1.0500197,-0.5473796,2.9374228
307,12.72392,33.569496,0.71129423,-0.28111896,2.864794
308,-31.333439,72.766426,1.148587,-0.67291856,2.900127
309,-20.302006,63.353355,1.0621444,-0.5934273,2.8682017
310,-23.421066,71.25311,1.0848248,-0.6817471,2.8750904
311,-19.278337,48.163086,1.0597528,-0.46939784,2.8841364
312,3.972679,29.578917,0.77158976,-0.23740144,2.8955333
313,-15.326399,39.66828,0.9852021,-0.35748392,2.8731134
314,-45.735783,91.44356,1.3451878,-0.91748303,2.8502822
315,-11.247557,48.00273,0.9276477,-0.39240262,2.8979585
316,-20.843306,52.59456,1.0741055,-0.5125687,2.8781288
317,-8.123796,47.323353,0.9396158,-0.44219053,2.8858426
318,-16.930313,58.541126,1.0657879,-0.5891797,2.8527682
319,-8.012706,54.87325,0.975437,-0.558948,2.9309711
320,-7.0247526,49.37345,0.8835668,-0.42448735,2.8785987
321,-21.117538,61.40145,1.051843,-0.5877355,2.8461635
322,-6.3446794,44.973476,0.89569485,-0.3859703,2.8433447
323,2.8332236,37.6924,0.80447197,-0.32874787,2.9715297
324,-0.030914562,44.73282,0.8067592,-0.3620072,2.901394
325,-17.823473,57.083324,1.0482948,-0.5708006,2.8080683
326,4.2562833,44.66158,0.7987268,-0.4039122,2.9433603
327,-25.99728,61.381233,1.1265537,-0.5896107,2.9107707
328,-28.257393,66.4635,1.1666999,-0.6614618,2.8979187
329,-11.235024,44.66196,0.9505334,-0.39394975,2.9335656
330,-21.164955,50.241405,1.0709062,-0.4876736,2.854184
331,-18.37784,53.484837,1.0488684,-0.5315172,2.8918118
332,-17.838846,55.16474,1.0448704,-0.55057395,2.9194899
333,-9.4786215,38.655228,0.94352823,-0.35231382,2.8793268
334,-29.90193,60.933876,1.2017674,-0.63592476,2.9671884
335,-11.163204,66.63685,0.96922904,-0.6278997,2.9089909
336,-34.034252,68.54595,1.1818471,-0.643594,2.9055371
337,5.485133,48.47138,0.7993805,-0.44653288,2.9156
338,-12.95944,58.729736,0.94587713,-0.51117253,2.8778317
339,-0.5168996,37.561646,0.8407272,-0.329255,2.8739977
340,-42.241383,82.772705,1.3115636,-0.83276516,2.8892508
341,2.719616,43.4853,0.8302097,-0.4017192,2.8940337
342,-10.791098,49.37286,0.9345453,-0.43081897,2.829975
343,-25.755571,75.759026,1.1050776,-0.7202869,2.933057
344,18.676908,10.530002,0.653438,-0.06864881,2.8400962
345,-11.356633,50.974495,0.94190764,-0.4574799,2.9016514
346,-16.306517,58.26017,1.008944,-0.542497,2.8737311
347,-5.2559166,45.35974,0.8861952,-0.40957847,2.8994277
348,9.579335,31.696516,0.7028083,-0.2282707,2.9213061
349,-38.355453,76.00291,1.2678932,-0.7585556,2.906826
350,-30.135279,67.28176,1.1798278,-0.67333347,2.8784735
351,-48.35394,97.0326,1.3768947,-0.9687807,2.9161787
352,6.4450607,34.27047,0.7832191,-0.30754203,2.859953
353,-37.26069,81.461105,1.2473421,-0.8158378,2.9243948
354,-11.444906,42.434727,0.9810453,-0.423649,2.8858786
355,-26.424934,68.22509,1.1354856,-0.6751128,2.8608172
356,-4.085747,41.56628,0.87993056,-0.36374566,2.9086502
357,-3.7911909,41.085346,0.8703112,-0.35671547,2.8298168
358,3.0067396,23.295874,0.789027,-0.17637888,2.92499
359,-27.52145,84.70068,1.1479981,-0.8374058,2.8846128
360,-0.11282255,39.386616,0.83489865,-0.3545458,2.9132159
361,2.1480753,37.332157,0.8311808,-0.3423922,2.8541193
362,-19.060425,60.646126,1.079571,-0.60657763,2.885717
363,-2.2391827,49.215252,0.87553865,-0.4664324,2.888002
364,-21.091827,71.657234,1.059682,-0.6699098,2.8936684
365,-26.666855,64.62853,1.1181186,-0.6016748,2.9033196
366,-6.7023463,53.34467,0.9329979,-0.5245053,2.8576279
367,10.548297,26.60116,0.75041765,-0.24323006,2.890882
368,-42.28135,84.21866,1.2856721,-0.81254727,2.8902895
369,4.1096663,42.811882,0.8118301,-0.39927992,2.9560328
370,-27.195305,61.860477,1.1440787,-0.60480195,2.8488576
371,-14.93275,69.60967,1.0007654,-0.64995605,2.9012048
372,-5.813674,39.685078,0.8952176,-0.35517272,2.9257238
373,13.604551,27.065899,0.6801966,-0.21811026,2.9131534
374,-28.46876,65.97445,1.1522202,-0.64532477,2.8502905
375,-15.78092,44.16765,1.029435,-0.453586,2.9093435
376,-19.410843,69.235115,1.0994828,-0.69626546,2.9141765
377,-30.151321,71.57565,1.1663615,-0.68967235,2.866021
378,-20.544146,49.225414,1.0697298,-0.46265796,2.8726752
379,-3.7876894,26.028252,0.9101587,-0.25841385,2.879607
380,-3.9198005,47.265747,0.8665363,-0.410419,2.8690937
381,-5.116241,45.888226,0.9005508,-0.4142638,2.874071
382,-18.087788,68.26006,1.0741307,-0.69035465,2.917227
383,-35.754265,80.510315,1.1949915,-0.76761115,2.9289346
384,-5.1176496,34.55902,0.9134565,-0.35232753,2.8966565
385,-17.12586,57.549698,1.0387517,-0.5540668,2.9659872
386,9.447905,21.469757,0.76948917,-0.20178995,2.9039204
387,15.2357645,17.792624,0.701901,-0.1398982,2.842037
388,-34.956852,74.03328,1.1911863,-0.707593,2.9017692
389,6.082895,37.953228,0.7681248,-0.32388306,2.931147
390,-18.239885,50.70898,1.0306815,-0.47232804,2.8836384
391,-3.6867552,40.339985,0.8953077,-0.3734572,2.8694236
392,-14.462746,59.756016,0.9740614,-0.5266776,2.8851876
393,-25.462955,52.943493,1.099828,-0.5061706,2.9017885
394,-19.240923,63.46551,1.0782889,-0.6258638,2.921076
395,-35.855835,77.881874,1.2103416,-0.74606377,2.8940206
396,17.12672,30.568672,0.64566493,-0.24441414,2.8773453
397,-11.664483,41.477142,0.9723374,-0.38029817,2.887371
398,7.664065,35.970676,0.7867057,-0.34142047,2.8897862
399,-3.2829263,36.87118,0.83755267,-0.30785286,2.8877633
400,-8.703009,50.338898,0.9422099,-0.4792162,2.8512428
401,-10.86247,56.785976,0.9732009,-0.5411093,2.8903546
402,-14.276953,54.51829,1.0067017,-0.5105643,2.9411094
403,-12.629635,51.35254,0.9858385,-0.49611506,2.8891373
404,3.8100214,38.646126,0.8443339,-0.4006671,2.8874164
405,5.767731,35.84386,0.8089788,-0.33297613,2.9189427
406,5.5219336,43.53992,0.812095,-0.43141544,2.9063017
407,-6.024407,51.67077,0.9303949,-0.49529412,2.8572204
408,-12.784442,63.484055,0.9906846,-0.59663755,2.8777213
409,-4.6201906,44.792118,0.8604663,-0.369427,2.8548334
410,-26.368319,60.640842,1.1316746,-0.59148085,2.9250104
411,-12.674326,54.750713,0.99961925,-0.53158665,2.8588693
412,-3.3936124,33.2926,0.8932077,-0.31658363,2.8797655
413,5.3835254,36.467724,0.80792016,-0.34104288,2.896371
414,-46.4915,93.24148,1.3398913,-0.91587853,2.937602
415,-9.56689,53.701385,0.97683036,-0.5253325,2.9081361
416,-27.583025,73.21393,1.1185334,-0.6927702,2.8586023
417,3.1810594,45.26318,0.8110114,-0.4072634,2.822066
418,-10.272345,61.022675,0.9519481,-0.5666959,2.8207927
419,-4.186152,45.471523,0.85301703,-0.38433462,2.8977082
420,-10.046676,50.96448,0.9162924,-0.44842455,2.8251827
421,8.432425,36.825085,0.8029455,-0.367934,2.895357
422,17.698599,22.5167,0.6434521,-0.16747569,2.8949552
423,-8.577709,44.304848,0.945159,-0.44067964,2.9022813
424,-18.406778,55.414124,1.0633106,-0.5676442,2.9150906
425,-12.489849,50.708218,1.0028986,-0.50960284,2.8469734
426,-7.233251,39.094505,0.9280023,-0.35884732,2.8425734
427,-14.257282,65.13732,0.98472184,-0.6100021,2.88259
428,-21.723415,57.685455,1.1024854,-0.5763675,2.859507
429,-22.728176,54.193485,1.0832481,-0.53493655,2.8934968
430,0.1855317,38.81971,0.8381178,-0.3470802,2.8971524
431,-25.09565,71.212494,1.155783,-0.7319382,2.9406643
432,-16.059246,49.885857,1.0383737,-0.49815896,2.848374
433,-21.322054,64.060165,1.0769651,-0.61926997,2.8579178
434,-9.541087,45.096737,0.91935456,-0.38504532,2.9431605
435,-11.940839,54.854847,1.0225936,-0.5676834,2.9055305
436,2.0261889,35.626213,0.8466305,-0.33609554,2.8149416
437,-28.353893,68.5916,1.1161925,-0.6399749,2.8715932
438,25.17803,8.48338,0.542094,0.0014895516,2.92361
439,-7.3939123,39.79232,0.9190127,-0.35648167,2.8428707
440,-16.299232,70.35844,1.0342122,-0.68372357,2.8740737
