,0,1
673,-1.3231654,0.32948512
674,-1.4097761,0.32245913
675,-1.2386752,0.27597585
676,-1.6690555,0.40951848
677,-1.3237684,0.3190498
678,-1.5682777,0.39607945
679,-1.1575662,0.22631644
680,-1.0589713,0.21328376
681,-1.2034962,0.30335644
682,-1.2752883,0.30161193
683,-1.4850519,0.34170228
684,-1.2529076,0.28251225
685,-1.134526,0.2722306
686,-1.4423461,0.33379954
687,-1.2427005,0.28918892
688,-1.4429299,0.30264726
689,-1.1410716,0.2735113
690,-1.3042865,0.30703235
691,-1.2086556,0.27800032
692,-1.5734556,0.34571856
693,-1.2720388,0.26287797
694,-0.9618517,0.24548043
695,-1.031986,0.19471522
696,-1.0783336,0.24866685
697,-1.4642124,0.34012392
698,-1.56217,0.36466804
699,-1.6633109,0.42048416
700,-1.2900629,0.30549368
701,-1.7029229,0.4353707
702,-0.9538436,0.19988382
703,-1.2745478,0.3015769
704,-1.7861679,0.4207079
705,-1.5143508,0.35624728
706,-1.374373,0.2883587
707,-1.3613051,0.3154154
708,-1.1922026,0.23135695
709,-1.4353706,0.32288498
710,-1.1285537,0.2553554
711,-1.4448833,0.3351178
712,-1.4062152,0.34876183
713,-1.6003026,0.35932136
714,-1.1707304,0.29178667
715,-0.99794,0.18529685
716,-1.2821046,0.27418274
717,-0.7424659,0.14819536
718,-1.4035809,0.3531392
719,-1.4956727,0.3147153
720,-1.4244729,0.33879504
721,-1.2417067,0.2952907
722,-1.39388,0.33364943
723,-1.6702193,0.40145865
724,-1.4748771,0.35103422
725,-1.3685936,0.28931352
726,-1.2082102,0.28123277
727,-1.3293375,0.32404903
728,-1.3496976,0.28860274
729,-1.2710832,0.23990001
730,-1.1418606,0.2507739
731,-1.0728681,0.23477924
732,-1.0914315,0.2546929
733,-1.3007679,0.31215674
734,-1.4830139,0.37767693
735,-1.1750753,0.24369673
736,-1.3984078,0.29199377
737,-1.3142478,0.26154405
738,-1.3113619,0.2878762
739,-1.1847584,0.26873207
740,-1.3052269,0.32333717
741,-1.514033,0.36051324
742,-1.5128133,0.33160684
743,-0.9228362,0.17441173
744,-1.4432602,0.36120412
745,-1.2872715,0.31719047
746,-1.264588,0.28426144
747,-1.5303779,0.35688916
748,-1.228191,0.26870358
749,-1.5910693,0.39580002
750,-1.3423104,0.3516198
751,-1.5698798,0.34616345
752,-1.3520541,0.2994932
753,-1.2799344,0.2895288
754,-1.1268313,0.22977613
755,-1.2196796,0.2720023
756,-1.4756509,0.3350615
757,-1.5857321,0.39203888
758,-1.3007442,0.313821
759,-1.468091,0.2972844
760,-1.3251611,0.28394532
761,-1.6309242,0.41751605
762,-1.4515182,0.33608422
763,-1.2587686,0.29425514
764,-1.4466795,0.3447276
765,-1.5337536,0.36484125
766,-1.2938575,0.30065903
767,-1.5465734,0.3710774
768,-1.0925248,0.21708255
769,-1.3585846,0.32951534
770,-1.5241263,0.33769676
771,-1.3928015,0.32484895
772,-1.6194353,0.39401808
773,-1.339674,0.2994797
774,-1.1859044,0.2685789
775,-1.2264785,0.282565
776,-1.1897297,0.26303914
777,-1.161461,0.2686533
778,-1.2325625,0.27387786
779,-1.2845445,0.30766568
780,-1.2981586,0.2799951
781,-1.2450689,0.29250857
782,-1.4964123,0.36256018
783,-1.268115,0.2903095
784,-1.5164394,0.3489012
785,-1.3948493,0.32599536
786,-1.4827086,0.36439133
787,-1.3214067,0.30986333
788,-1.5486927,0.35089642
789,-1.6280656,0.37938312
790,-1.2027022,0.27683318
791,-1.4223939,0.32015896
792,-1.0921263,0.24724728
793,-1.2366471,0.27537322
794,-1.5072808,0.3585577
795,-1.3756924,0.32673684
796,-1.5649997,0.37997016
797,-1.5144101,0.3437814
798,-1.5312637,0.35784566
799,-1.366378,0.31911644
800,-1.3011186,0.29095823
801,-1.1725197,0.28529873
802,-1.2050682,0.26785114
803,-1.344146,0.3331145
804,-1.1719309,0.26202205
805,-1.1810237,0.25241116
806,-1.6405241,0.37637204
807,-1.3300472,0.30212352
808,-1.6040417,0.359042
809,-1.6621834,0.39938203
810,-1.5944258,0.42140827
811,-1.6573818,0.3973332
812,-1.3766148,0.35888195
813,-1.0100098,0.21822348
814,-1.4362162,0.3305329
815,-1.2505175,0.29661006
816,-1.5562489,0.32141373
817,-1.1089454,0.23617667
818,-1.5561559,0.39942762
819,-1.5883757,0.3846334
820,-1.5221064,0.34796265
821,-1.8426281,0.43137777
822,-1.8040236,0.42267063
823,-1.4765018,0.33641988
824,-1.4371225,0.35595566
825,-1.2514577,0.2659138
826,-0.87591136,0.18190861
827,-1.2989122,0.29420805
828,-1.4963093,0.34268144
829,-1.4744655,0.34161893
830,-1.1395297,0.23005986
831,-1.4460827,0.3046352
832,-1.2443606,0.26142868
833,-1.2574791,0.2990632
834,-1.214583,0.29247618
835,-1.2549598,0.28666395
836,-1.2011617,0.2594297
837,-1.0838737,0.22991063
838,-1.538578,0.36628696
839,-1.3689225,0.35988513
840,-1.1399717,0.25073278
841,-1.3196211,0.29260516
842,-1.5844743,0.38584965
843,-1.2890024,0.28322494
844,-1.5333111,0.3736993
845,-1.2949591,0.29802832
846,-1.4817352,0.3377849
847,-1.388636,0.30113423
848,-1.2201719,0.31668597
849,-1.0630038,0.2224456
850,-1.4762697,0.37981507
851,-1.3866391,0.3316429
852,-1.5497642,0.35398963
853,-1.3636296,0.26887453
854,-1.5453135,0.3610884
855,-1.20812,0.2785456
856,-1.1388743,0.20626624
857,-1.2493984,0.29675397
858,-1.6673311,0.42003083
859,-1.2801149,0.2737886
860,-1.4733772,0.32843462
861,-1.6941713,0.40123418
862,-1.5634642,0.38518253
863,-1.6127441,0.37920415
864,-0.9791924,0.22046581
865,-1.2119507,0.26389292
866,-1.3060498,0.31063524
867,-1.4055283,0.30719832
868,-1.3740807,0.2915901
869,-1.1636318,0.26804945
870,-1.2238952,0.2989916
871,-1.0657125,0.26914957
872,-1.3404922,0.32132563
873,-1.9050866,0.46391255
874,-1.2671463,0.28057522
875,-1.2719483,0.28880715
876,-1.8043098,0.43390736
877,-1.3486093,0.29192534
878,-1.5186131,0.36718842
879,-1.5006883,0.34526068
880,-1.8336055,0.4815232
881,-1.1566848,0.2825272
882,-1.0443885,0.24147375
883,-1.4155766,0.32735917
884,-1.2877098,0.270545
885,-1.0549623,0.21864256
886,-1.2536427,0.28305408
887,-1.2564993,0.30286673
888,-1.3046503,0.3152049
889,-1.4348878,0.33607018
890,-1.2697655,0.27995452
891,-1.6412674,0.38712585
892,-1.3113937,0.3109572
893,-1.4487896,0.3304218
894,-1.5064471,0.38356063
895,-1.3073668,0.26151907
896,-1.0963138,0.21863942
897,-1.209815,0.28883052
898,-1.1245476,0.24459648
899,-1.4743936,0.3438911
900,-1.5038207,0.36365083
901,-1.2317238,0.27832898
902,-1.449142,0.3329349
903,-1.2793722,0.27327296
904,-1.1945701,0.24485983
905,-1.3882949,0.3319237
906,-1.4524108,0.32690772
907,-1.5051035,0.37447208
908,-1.3045304,0.28556597
909,-1.2481065,0.28140894
910,-1.64248,0.4160365
911,-1.1508454,0.28789958
912,-1.4089532,0.34382358
913,-1.6192329,0.389752
914,-1.5254328,0.35235104
915,-1.2786009,0.28090632
916,-1.2303118,0.29897562
917,-1.2809733,0.28423616
918,-1.4920021,0.38475946
919,-1.2683442,0.29722598
920,-1.3322514,0.2575972
921,-1.3506533,0.34196723
922,-1.5142422,0.3475938
923,-1.1231463,0.23970078
924,-1.2385243,0.28253618
925,-1.5139033,0.35898772
926,-1.1284673,0.22250082
927,-1.3973941,0.3401049
928,-1.2544116,0.29261065
929,-1.2690643,0.3166952
930,-1.2211534,0.28205457
931,-1.4243932,0.33881962
932,-1.3520615,0.31914303
933,-1.4555409,0.3189881
934,-1.1205614,0.24046229
935,-1.7101108,0.3738579
936,-1.4800729,0.35700095
937,-1.470541,0.36174434
938,-1.1182032,0.25875124
939,-1.2731698,0.29255727
940,-1.3989697,0.35928664
