,0,1,2
81,0.5291228,0.43421486,-0.9095086
82,0.48751575,0.5189549,-0.9889643
83,0.52697706,0.38553965,-0.988501
84,0.55424774,0.36839676,-0.968116
85,0.564072,0.2918372,-0.8650668
86,0.54343575,0.3447766,-0.9540913
87,0.55375457,0.34632707,-0.95424986
88,0.5433107,0.31340325,-0.95829433
89,0.5575052,0.37234852,-0.93267095
90,0.6253349,0.2777659,-0.9086397
91,0.5423084,0.35832274,-0.9804143
92,0.522167,0.36413112,-0.9491362
93,0.5075983,0.46974337,-0.92964995
94,0.57276326,0.3360306,-0.98459655
95,0.51717275,0.38668573,-0.972088
96,0.5017771,0.433567,-0.9590267
97,0.55660874,0.3062027,-1.0544786
98,0.5436719,0.3954627,-0.903628
99,0.5291606,0.31898567,-0.8890569
100,0.60122037,0.28256536,-1.0358037
101,0.6243994,0.30088782,-1.0342597
102,0.5685176,0.3816604,-0.92492974
103,0.5350338,0.3648552,-0.9678186
104,0.631407,0.2834908,-0.98130107
105,0.5375895,0.3542413,-0.93248963
106,0.6014718,0.3015711,-1.0197536
107,0.5824806,0.2943548,-0.9950828
108,0.5613038,0.3473761,-0.94946396
109,0.5306791,0.41346782,-0.981181
110,0.6564807,0.1868973,-1.0052063
111,0.5296585,0.36092937,-0.92398685
112,0.5952242,0.36016342,-0.9018378
113,0.62275445,0.26627505,-0.93372846
114,0.51749927,0.43603763,-0.93862474
115,0.5529233,0.3235631,-0.9583723
116,0.59336764,0.3463189,-1.0028799
117,0.58045596,0.32919434,-0.92260224
118,0.52463365,0.46715248,-0.94308114
119,0.54527164,0.29453322,-0.9682432
120,0.5854442,0.3149493,-0.93069357
121,0.5577728,0.34552157,-1.0080814
122,0.6260617,0.259574,-0.9112451
123,0.5205657,0.38051203,-0.9763487
124,0.54906946,0.38082793,-0.9850982
125,0.5691127,0.3221727,-0.9044974
126,0.5929294,0.32986495,-0.9485024
127,0.5484375,0.38882557,-0.8995676
128,0.54937005,0.39644694,-0.95153904
129,0.55964124,0.34308934,-0.9782882
130,0.50349677,0.40727577,-0.8990658
131,0.5630086,0.27758023,-0.76589906
132,0.5184963,0.3616035,-1.0090897
133,0.57357603,0.3619763,-0.9969817
134,0.53413653,0.40111905,-0.9663229
135,0.5087417,0.37186915,-1.0637964
136,0.48918498,0.45516586,-0.95569783
137,0.5558967,0.34254652,-0.90963906
138,0.545289,0.36010724,-0.9258333
139,0.53228784,0.34052557,-0.9137902
140,0.5146498,0.34269276,-0.98867005
141,0.4489634,0.4135147,-0.98098373
142,0.5242305,0.4059309,-0.98886204
143,0.5472551,0.3481564,-0.9729406
144,0.61020327,0.3255522,-0.9707678
145,0.5765805,0.33368474,-0.87874633
146,0.49338153,0.39073676,-0.9633273
147,0.5158415,0.3819907,-0.95984083
148,0.52417237,0.40900663,-0.93152386
149,0.5821275,0.29304257,-0.97924715
150,0.5796467,0.37821892,-0.91216063
151,0.5391302,0.36036906,-1.0673426
152,0.5307801,0.34426743,-0.968907
153,0.58879894,0.29561463,-0.97797
154,0.52595365,0.38672638,-1.0005457
155,0.5511946,0.32258335,-0.93372744
156,0.5506735,0.29618663,-0.97379494
157,0.46676567,0.40534472,-0.9970033
158,0.6371724,0.28484747,-0.9908481
159,0.50931954,0.39073586,-0.9719865
160,0.4933769,0.41587698,-0.92294806
161,0.5871142,0.36332625,-0.9488494
162,0.5381143,0.3947747,-0.98542327
163,0.56842977,0.2680637,-0.99503416
164,0.57587564,0.30808616,-0.98967505
165,0.47178632,0.4857588,-0.8798766
166,0.49704462,0.374232,-1.0145665
167,0.5262038,0.3725788,-0.9187997
168,0.52618754,0.36835468,-0.9106426
169,0.6209458,0.28571948,-0.9826598
170,0.5236915,0.34123442,-0.9469973
171,0.5447855,0.29105803,-0.94000006
172,0.53220415,0.41189528,-0.9801903
173,0.5370468,0.37494063,-0.9717893
174,0.54854155,0.31084552,-0.9306697
175,0.557825,0.37327233,-0.9461657
176,0.5451402,0.33114925,-0.9915557
177,0.61471426,0.27883133,-0.9861506
178,0.52184147,0.34161714,-0.9148017
179,0.5510329,0.3510124,-1.0069672
180,0.5525634,0.32168025,-0.90743095
181,0.58197963,0.3244354,-0.99282724
182,0.5326132,0.40362346,-1.0173485
183,0.5823521,0.35544968,-0.9932991
184,0.5580517,0.38540897,-0.8757377
185,0.55624163,0.3989581,-0.9759979
186,0.5757617,0.31488407,-1.00045
187,0.5896651,0.3148761,-0.92436385
188,0.55110055,0.30944785,-0.93688315
189,0.59045774,0.31527814,-1.0089977
190,0.5293939,0.3871931,-0.94723856
191,0.5036742,0.41292813,-0.97239023
192,0.5638817,0.3256919,-1.0469205
193,0.5621314,0.31890368,-0.90531546
194,0.46365002,0.453244,-0.9573139
195,0.5428797,0.35074475,-0.92634505
196,0.5784327,0.34815535,-1.0224465
197,0.63905,0.26033336,-0.92384404
198,0.58046806,0.30191648,-0.9601528
199,0.57192767,0.28701812,-0.9035594
200,0.570294,0.35327053,-0.962317
201,0.57746404,0.31421036,-1.0061322
202,0.5216812,0.3723292,-0.929263
203,0.55531627,0.3636692,-0.9537557
204,0.53242683,0.37069577,-1.0281802
205,0.5936534,0.3072927,-0.9427689
206,0.5606916,0.355726,-0.95832664
207,0.60893637,0.28464115,-0.92901844
208,0.55733204,0.39682335,-0.9652724
209,0.5757079,0.32712787,-0.9780067
210,0.5674747,0.31563517,-0.9537989
211,0.55777687,0.32948402,-0.9506543
212,0.5522927,0.32514608,-0.948582
213,0.53040177,0.39384156,-0.9004521
214,0.54848534,0.333811,-1.0390363
215,0.5882989,0.33908454,-0.99234325
216,0.5051713,0.41169816,-0.9287388
217,0.5765081,0.3295344,-0.8990071
218,0.6139243,0.28724542,-0.9495153
219,0.49771315,0.41525123,-0.87903076
220,0.5688816,0.302851,-0.9764605
221,0.58567995,0.29535288,-0.92701083
222,0.5506918,0.3568097,-0.9160572
223,0.55134565,0.33832344,-0.96481466
224,0.49979213,0.41653916,-0.96794266
225,0.46867588,0.42670953,-0.9760915
226,0.51803815,0.4104049,-0.94844115
227,0.6278111,0.29043382,-0.95531785
228,0.5489388,0.37554434,-0.93161297
229,0.5551035,0.28248867,-0.9774059
230,0.52296585,0.44289148,-1.0441046
231,0.56983346,0.33577526,-1.0232333
232,0.5062499,0.36807048,-0.90004385
233,0.50270355,0.3966167,-0.8655794
234,0.5224861,0.32704848,-0.9392158
235,0.49408627,0.41928408,-0.8946777
236,0.535612,0.34032327,-0.91454667
237,0.4772459,0.40368727,-0.8621129
238,0.58629584,0.3712436,-1.004846
239,0.526583,0.3917451,-1.0096031
240,0.54804325,0.35626575,-0.98731947
241,0.47643846,0.41259682,-0.97353685
242,0.5657137,0.29798716,-0.9161125
243,0.5464299,0.38512093,-0.9522053
244,0.59304154,0.31005868,-0.9540819
245,0.5428033,0.35548118,-0.9849441
246,0.5352291,0.3563858,-0.9580103
247,0.5676679,0.29149324,-0.9891532
248,0.5226421,0.4457182,-0.9754462
249,0.5089595,0.36994326,-1.0203286
250,0.52153593,0.36184028,-0.9483121
251,0.5268529,0.32484916,-0.9722637
252,0.5844717,0.36631766,-0.9272339
253,0.5917124,0.30765948,-1.0012472
254,0.5848247,0.3294772,-0.9714409
255,0.5458373,0.37368843,-0.9750502
256,0.5196519,0.37943554,-0.99185795
257,0.5142662,0.32568294,-0.97164816
258,0.48929524,0.4017405,-0.99966574
259,0.5424233,0.3919348,-0.96393484
260,0.467006,0.42593345,-0.98101825
261,0.5499522,0.36915043,-1.0098537
262,0.60800445,0.2364378,-0.9790325
263,0.5718395,0.34739625,-1.0129166
264,0.5280525,0.35680002,-0.943213
265,0.5365823,0.3569347,-0.88495994
266,0.60382295,0.30489004,-0.9950649
267,0.50201327,0.36807817,-0.9066111
268,0.5355034,0.3770485,-0.94970626
269,0.54894125,0.35189584,-0.8951676
270,0.53706414,0.3521386,-0.9251083
271,0.5519625,0.41090593,-0.93242204
272,0.45632818,0.4159919,-0.9206406
273,0.5670912,0.3404189,-1.0080631
274,0.549407,0.36913556,-1.0483054
275,0.55549204,0.3728376,-1.0317942
276,0.5263237,0.4283671,-1.056107
277,0.5850278,0.3253058,-0.9835388
278,0.5385097,0.34307846,-0.9634849
279,0.5063362,0.4274968,-0.9085791
280,0.5727342,0.33802179,-0.97032493
281,0.557376,0.37277132,-0.9804507
282,0.54640955,0.3605147,-0.9364202
283,0.5550933,0.36292934,-0.9448281
284,0.54561293,0.37256965,-0.9737776
285,0.5660208,0.31899527,-0.9936933
286,0.5441876,0.37957734,-0.9685689
287,0.50942457,0.364735,-1.0393348
288,0.5714547,0.30453405,-0.9376565
289,0.5342332,0.30485398,-0.9418563
290,0.57351625,0.29792738,-0.92962795
291,0.5853581,0.28429553,-1.010745
292,0.535983,0.36209962,-0.99795985
293,0.54895115,0.3683402,-1.0261121
294,0.5859245,0.33608842,-0.9820038
295,0.57953453,0.2873506,-0.9494123
296,0.5660609,0.33617347,-1.0243883
297,0.55970454,0.29240772,-0.9690533
298,0.59358305,0.34712055,-1.0105032
299,0.58779913,0.3155713,-0.9504273
300,0.5714951,0.37549996,-0.92062867
301,0.57199556,0.34399134,-0.92071354
302,0.4751881,0.40087247,-1.0034765
303,0.54613733,0.39242405,-0.9733007
304,0.5429764,0.37268454,-0.91536194
305,0.5435273,0.33575198,-0.98473257
306,0.51364535,0.4053904,-0.946835
307,0.5216505,0.34492165,-0.91153294
308,0.5792437,0.34635067,-0.9173062
309,0.5045329,0.43961015,-0.9531765
310,0.49454117,0.42476884,-0.9443617
311,0.48508558,0.442977,-0.95595694
312,0.5500025,0.3336012,-1.0056345
313,0.50733864,0.34398952,-0.9788697
314,0.45364845,0.49005306,-0.90098614
315,0.5302901,0.37862214,-0.97441554
316,0.5570344,0.31289193,-0.9505704
317,0.5426846,0.43040016,-0.9477848
318,0.5620287,0.36447808,-0.8708882
319,0.55477613,0.33314165,-0.9413945
320,0.5402397,0.41840854,-0.97009677
321,0.56747574,0.3365738,-0.90891236
322,0.4911194,0.4245638,-1.0937376
323,0.6191425,0.2860421,-0.9766376
324,0.5682406,0.35513702,-0.91366893
325,0.5204921,0.3817686,-0.9641462
326,0.57778245,0.3163034,-0.9992031
327,0.56599796,0.38860714,-0.99097687
328,0.58190084,0.3284783,-1.0241767
329,0.5369006,0.3368596,-0.9028087
330,0.5747224,0.35468554,-0.9725948
331,0.54182535,0.37193388,-0.96336854
332,0.56811154,0.3825802,-0.93459713
333,0.52356374,0.3308284,-0.94943905
334,0.54328436,0.37298024,-0.9334432
335,0.5000636,0.43235397,-0.99552304
336,0.53759503,0.4351563,-0.9242891
337,0.5702872,0.39769107,-0.9796255
338,0.4860886,0.497575,-1.0281723
339,0.55014366,0.37854883,-0.99585104
340,0.52734387,0.40469673,-0.92630947
341,0.60125524,0.34436917,-1.0093124
342,0.5788742,0.3414417,-0.9743743
343,0.50398254,0.36601132,-0.9453845
344,0.5110687,0.3715885,-0.93909526
345,0.49797288,0.41553432,-0.98859906
346,0.55072916,0.38559532,-1.0078293
347,0.5112148,0.3806165,-1.0063784
348,0.60098267,0.28697497,-0.94076926
349,0.6000517,0.3380166,-1.0196252
350,0.58198357,0.35308486,-0.9234312
351,0.61067647,0.24015357,-1.0074182
352,0.4819602,0.4151527,-0.9780155
353,0.64172566,0.2673296,-0.9791671
354,0.570375,0.39278898,-0.93250024
355,0.597589,0.28017122,-0.9708638
356,0.5285857,0.39269385,-0.984896
357,0.64830905,0.24829665,-0.93976915
358,0.54490024,0.3613715,-0.9974644
359,0.5582487,0.34950036,-1.0043708
360,0.58013415,0.348201,-0.94047904
361,0.5573758,0.33238992,-0.97294617
362,0.5515431,0.3852224,-0.9799945
363,0.47731826,0.41783342,-0.98404396
364,0.56442696,0.38216817,-0.8919896
365,0.5709813,0.39357543,-0.92555416
366,0.5340384,0.38430995,-0.96499395
367,0.537598,0.37681404,-0.89663064
368,0.50345516,0.43761492,-0.88768834
369,0.50182307,0.3864854,-1.0049582
370,0.51903045,0.42716837,-0.85904175
371,0.4934705,0.41680798,-0.9020097
372,0.5020958,0.36942232,-0.9169836
373,0.47913384,0.4412963,-1.0002308
374,0.47626746,0.43733108,-0.8953591
375,0.5891006,0.3037037,-0.9061547
376,0.5125405,0.3563529,-0.98673344
377,0.58460706,0.29991794,-0.9755273
378,0.5038148,0.4010527,-0.9924121
379,0.55333996,0.40065068,-0.96862805
380,0.54040146,0.29131165,-0.8635301
381,0.5428278,0.36299887,-0.9431166
382,0.47148,0.48189068,-0.9917217
383,0.5521278,0.37032533,-0.88648653
384,0.5149716,0.37153143,-1.0450566
385,0.56249577,0.37506416,-1.0022825
386,0.52969164,0.41127732,-0.9854526
387,0.59884655,0.29639882,-0.96574664
388,0.52818096,0.42831355,-1.0717368
389,0.56009537,0.37758133,-1.0117056
390,0.49439928,0.42099836,-0.95958495
391,0.49920306,0.46670055,-0.95460176
392,0.568181,0.3768646,-0.9426573
393,0.49662155,0.398037,-1.0457278
394,0.5109662,0.4331707,-0.9859392
395,0.5995432,0.34424266,-1.0027938
396,0.63599086,0.3118271,-0.95708436
397,0.4584584,0.40534312,-0.92794424
398,0.5717975,0.34576908,-0.98937285
399,0.5923067,0.31225184,-1.0176717
400,0.56656915,0.34314314,-0.926221
401,0.5507971,0.31062788,-0.9376137
402,0.59456766,0.3342068,-0.9279222
403,0.55275154,0.3377297,-0.97968704
404,0.46687174,0.47209072,-0.90087557
405,0.52564734,0.3531829,-1.0045308
406,0.6187266,0.29551724,-0.97394484
407,0.5250348,0.43801433,-0.9860402
408,0.5551059,0.3290708,-0.95188963
409,0.5362099,0.40240583,-1.0316037
410,0.53024566,0.37278074,-1.0000997
411,0.5435042,0.42216772,-0.97249895
412,0.603806,0.28313872,-1.017184
413,0.56350124,0.3581781,-0.98816395
414,0.5238523,0.41997787,-0.8967766
415,0.5220799,0.41250697,-1.0071361
416,0.5162129,0.41581765,-0.967327
417,0.48609805,0.39474797,-0.92750555
418,0.4537898,0.47413588,-0.860155
419,0.5776966,0.352001,-1.0142004
420,0.62788606,0.2799387,-0.92586136
421,0.5741107,0.3280961,-0.9377254
422,0.5742012,0.32483357,-1.0363322
423,0.5247312,0.39507034,-0.9854033
424,0.5987638,0.2904455,-0.89452374
425,0.59996843,0.29230174,-0.93880135
426,0.54465693,0.3594701,-0.98611134
427,0.50829166,0.34250984,-0.9610148
428,0.49082938,0.38356242,-0.93563616
429,0.53442407,0.42021707,-0.96716356
430,0.5098126,0.37120908,-0.95182085
431,0.56365913,0.30694586,-0.9747043
432,0.5257519,0.39048302,-0.94555426
433,0.5598166,0.34468588,-1.0225097
434,0.56892574,0.29071388,-0.9299547
435,0.5955328,0.28164774,-0.951901
436,0.5346858,0.35902023,-0.93422717
437,0.6009706,0.29643884,-0.96514237
438,0.58281493,0.31307104,-1.0552669
439,0.49909964,0.3690366,-0.9207759
440,0.5345748,0.3956376,-0.9722037
441,0.5014032,0.38702682,-0.9777176
442,0.58221895,0.30304903,-0.907912
443,0.5007042,0.3877259,-1.0175637
444,0.53042835,0.32742047,-0.9965328
445,0.5814205,0.364219,-1.0038317
446,0.5969154,0.3132531,-0.98504454
447,0.57300633,0.36523855,-1.0152551
448,0.5521363,0.3571932,-1.0610517
449,0.58967656,0.30820373,-1.0088047
450,0.5693174,0.30781266,-0.93597966
451,0.6431392,0.25045484,-0.95859575
452,0.55418414,0.39853486,-0.9620728
453,0.546098,0.344185,-1.0152124
454,0.51167727,0.3363468,-0.9341243
455,0.5735626,0.3890289,-0.9585913
456,0.56676966,0.35796225,-0.92112064
457,0.44455937,0.44503474,-0.88201857
458,0.5178974,0.34151104,-1.0018289
459,0.53095126,0.3983143,-1.0111663
460,0.55814385,0.37297887,-1.0210084
461,0.49677414,0.3986184,-0.94552845
462,0.50425345,0.37503278,-0.88674617
463,0.63376385,0.35051212,-0.9848145
464,0.5856094,0.27914217,-0.9531783
465,0.46682692,0.44831914,-0.9653057
466,0.5926035,0.30399284,-0.88804036
467,0.55521333,0.30570376,-0.9630237
468,0.6506719,0.2522598,-0.96531975
469,0.528995,0.36356935,-1.0307645
470,0.5015705,0.43159997,-1.0405383
471,0.45342526,0.4882422,-0.9014182
472,0.4548593,0.37313807,-0.97831947
473,0.5111179,0.4074453,-0.9345198
474,0.5321482,0.38477802,-0.9632388
475,0.5125564,0.4243692,-0.90395164
476,0.54338413,0.3659043,-0.9920018
477,0.54108334,0.39877012,-0.96031773
478,0.55172265,0.31419995,-0.93307453
479,0.5685696,0.36307472,-0.99178016
480,0.5507117,0.39809066,-0.89990836
481,0.5814093,0.29770535,-1.0203432
482,0.52972555,0.35440898,-0.9898249
483,0.65403783,0.2380097,-0.92889863
484,0.52466226,0.42860666,-0.9378826
485,0.59297186,0.31708524,-0.97135603
486,0.57846856,0.25930747,-0.8574159
487,0.55346215,0.33292606,-0.9121059
488,0.48873112,0.4735029,-0.8455821
489,0.49849033,0.41885144,-0.98461866
490,0.59469235,0.29328606,-1.0144117
491,0.59714967,0.2570093,-0.97509843
492,0.51793844,0.41538817,-0.9497759
493,0.59654784,0.34658605,-0.9143454
494,0.5576591,0.35114184,-0.9945927
495,0.6100972,0.297234,-0.9256499
496,0.5293728,0.38396022,-0.97508436
497,0.53755134,0.40858498,-0.9269687
498,0.54448587,0.31864268,-0.96430486
499,0.54539347,0.315963,-0.9923543
500,0.5447375,0.43278617,-0.9327996
501,0.5792082,0.26057753,-0.91953856
502,0.5555675,0.3412993,-0.94039696
503,0.4980318,0.43401447,-0.95878285
504,0.5827014,0.3275858,-0.96739036
505,0.57050246,0.27406678,-0.9244745
506,0.5457051,0.34574634,-0.9524339
507,0.56269014,0.31021667,-0.98532635
508,0.5593703,0.40812618,-0.976184
509,0.51520854,0.4011727,-0.97965056
510,0.5241922,0.37272492,-0.9400207
511,0.69362354,0.20381446,-0.93053204
512,0.517562,0.37687758,-1.0391207
513,0.5412293,0.3651528,-0.9647047
514,0.48504496,0.44165277,-0.9736921
515,0.64586216,0.23579751,-0.94956654
516,0.5636033,0.3233504,-0.9786545
517,0.57373816,0.33997917,-0.985968
518,0.5708264,0.2772813,-0.90507716
519,0.5389888,0.3853544,-1.0011296
520,0.50039554,0.3888183,-0.94152564
521,0.5978635,0.34657627,-0.976886
522,0.5113382,0.42215687,-0.8775482
523,0.5174586,0.32062998,-0.97706366
524,0.54587185,0.40765202,-1.0388136
525,0.587221,0.3081109,-0.9288667
526,0.6088251,0.32092825,-0.9352905
527,0.5247574,0.37249526,-0.99251735
528,0.5214909,0.40647358,-0.9642609
529,0.5544444,0.36508548,-0.8638313
530,0.51345944,0.36714756,-0.98537976
531,0.5477294,0.2953326,-0.9903365
532,0.542754,0.41212335,-0.95147127
533,0.58953846,0.3063068,-1.0340993
534,0.54212797,0.35700315,-0.9325927
535,0.61099553,0.27007002,-0.8664633
536,0.49816948,0.38482288,-0.88746625
537,0.5760847,0.3500141,-0.9409992
538,0.61486477,0.27634415,-0.94617826
539,0.4739207,0.4196663,-1.0098352
540,0.4906811,0.4291459,-0.90596616
541,0.61591333,0.31208512,-0.96891713
542,0.5348697,0.37087822,-0.99107957
543,0.642621,0.22859699,-0.9617367
544,0.49253786,0.45130354,-0.9260785
545,0.5449064,0.38914478,-1.0094326
546,0.58801055,0.3230602,-0.98656267
547,0.4856762,0.416049,-0.97355664
548,0.5376765,0.38639513,-0.947021
549,0.52524,0.3820273,-0.951662
550,0.53088975,0.39925763,-0.944995
551,0.5483514,0.32436293,-0.8770202
552,0.53906584,0.38137618,-0.99717146
553,0.5768554,0.28369412,-0.9110564
554,0.5397481,0.32449335,-0.905994
555,0.52427983,0.28013283,-0.9986756
556,0.5812447,0.33472204,-0.99300164
557,0.5338772,0.34624556,-0.93726295
558,0.60757196,0.25155225,-0.9474683
559,0.50342226,0.39079198,-0.95632076
560,0.55501425,0.33554724,-0.8731385
561,0.5695218,0.39785907,-0.9573842
562,0.4940868,0.41349196,-0.96147615
563,0.5652558,0.37749177,-0.9393447
564,0.50747234,0.43585828,-1.0336275
565,0.56522125,0.32778615,-1.0843489
566,0.5506283,0.35164094,-1.0332785
567,0.5585017,0.35101056,-0.9938573
568,0.54619414,0.3298548,-0.93375134
569,0.5668076,0.31049663,-0.98403335
570,0.5957527,0.3516721,-1.0063424
571,0.6121744,0.25128064,-0.8592143
572,0.531568,0.3267224,-0.9272194
573,0.6196746,0.24515443,-0.8349357
574,0.5042367,0.4225011,-0.99313074
575,0.5660472,0.3027937,-0.9906292
576,0.49476773,0.45068106,-0.96648324
577,0.5098171,0.4692162,-0.946114
578,0.5729719,0.35904536,-0.92330647
579,0.51175,0.39266446,-0.96385115
580,0.5485569,0.35801655,-0.9688142
581,0.5861773,0.34832582,-0.91443664
582,0.55146915,0.34492403,-1.0337449
583,0.5008687,0.41456023,-1.0132492
584,0.5456939,0.3121859,-0.94121677
585,0.60035646,0.32123247,-1.0285435
586,0.46289924,0.4798016,-0.96873856
587,0.5419854,0.3400412,-0.9224099
588,0.5377781,0.3834136,-0.94840527
589,0.52792543,0.38256094,-0.96516824
590,0.5554208,0.39503008,-0.9449346
591,0.4395695,0.45530456,-0.91514635
592,0.54387355,0.33824998,-1.0008558
593,0.5476925,0.3711038,-0.93035924
594,0.5645589,0.3564798,-1.0885265
595,0.5290598,0.4013499,-0.99353635
596,0.5019555,0.40190443,-0.93489015
597,0.5720012,0.3306885,-0.9726135
598,0.53478867,0.4010789,-1.0064595
599,0.57167023,0.33059958,-0.96993154
600,0.51494783,0.41330975,-0.955982
601,0.5035316,0.44474083,-0.89229774
602,0.53906476,0.36617625,-1.0020189
603,0.5072946,0.41124743,-0.942667
604,0.5213578,0.46316993,-0.96359664
605,0.53797925,0.40904245,-0.9731782
606,0.54686385,0.357989,-0.93720853
607,0.5320746,0.33442754,-1.0086702
608,0.4927108,0.45878378,-1.0014011
609,0.5165093,0.35544524,-0.979529
610,0.5572856,0.31930733,-0.9212564
611,0.58214355,0.31295052,-1.0084429
612,0.49074417,0.44494578,-1.0705736
613,0.522618,0.36754775,-1.0192865
614,0.5467028,0.368018,-0.9729909
615,0.51479393,0.36922404,-0.9103788
616,0.61513424,0.31054428,-0.8919998
617,0.5070801,0.40673938,-0.8786393
618,0.55601853,0.33148485,-0.9985556
619,0.5749566,0.33091882,-0.9129901
620,0.57031405,0.38231447,-0.9618998
621,0.59463185,0.3383446,-0.8776367
622,0.57337797,0.3413144,-0.9757566
623,0.5837886,0.3268378,-0.87316453
624,0.53403705,0.36836085,-0.9163508
625,0.5297142,0.34800565,-0.9401956
626,0.57201535,0.3557293,-0.997782
627,0.5765468,0.34404004,-1.0111696
628,0.53161997,0.41737038,-0.9547574
629,0.6352454,0.2907357,-0.8776063
630,0.51659375,0.40811232,-1.0054986
631,0.6071465,0.3231403,-1.0047647
632,0.46657413,0.4447755,-0.905169
633,0.55901086,0.3259943,-0.920563
634,0.48946866,0.4535446,-0.95579493
635,0.5613288,0.35736388,-0.9911951
636,0.4903521,0.40110385,-1.0355332
637,0.55805933,0.3448521,-0.9843013
638,0.5490454,0.3155063,-0.9169398
639,0.47278982,0.4467462,-0.93088526
640,0.6000357,0.3001448,-0.964808
641,0.46973035,0.45119384,-0.98756444
642,0.54901004,0.42515215,-0.94409436
643,0.52437425,0.39027992,-0.98428494
644,0.5419105,0.40333158,-1.0218663
645,0.5369975,0.33587813,-0.9990419
646,0.55548435,0.4000263,-0.91115224
647,0.49765405,0.37172017,-0.92055917
648,0.56896365,0.3115554,-0.9459428
649,0.526489,0.40709,-1.0101242
650,0.599706,0.3142356,-0.98787713
651,0.53816575,0.3528651,-0.960711
652,0.5378239,0.3816311,-0.98943126
653,0.5736412,0.3047237,-0.9199088
654,0.6591179,0.27408373,-1.0042427
655,0.6098924,0.33513817,-0.9409292
656,0.48341706,0.42163742,-0.95248306
657,0.54608417,0.36702624,-0.9664432
658,0.56990737,0.3120008,-0.9614205
659,0.62399983,0.24373873,-0.9795561
660,0.4328818,0.52105457,-1.0119255
661,0.532765,0.3533814,-0.9083566
662,0.56570613,0.3357572,-0.97831756
663,0.56561553,0.3253825,-0.91512704
664,0.56136936,0.3466374,-0.9555285
665,0.5379212,0.3132789,-0.95421124
666,0.46207222,0.4585166,-0.9365072
667,0.5976642,0.27089557,-0.9337839
668,0.49601957,0.43029493,-0.9261081
669,0.48030734,0.44082713,-0.9584878
