,0,1,2,3,4,5,6,7
22,-476.32843,142.27536,563.63916,267.1214,-288.3078,106.1194,-433.9608,5.604493
23,-516.12897,56.638313,539.63745,580.94885,-421.58066,118.96776,-218.8152,5.816916
24,-1027.774,244.67668,477.9304,211.85518,27.532402,98.021416,-348.70334,5.6496515
25,-874.05457,410.22852,208.83485,234.26558,-77.65345,108.07123,-328.00638,5.6158524
26,-905.0087,284.13992,339.76773,795.63727,-396.17978,113.43593,-499.11658,5.5322957
27,-739.571,302.06192,378.79623,464.78116,-321.0153,102.8362,-279.1464,5.746059
28,-866.40936,96.62442,416.84842,641.6141,-161.78082,144.38374,-407.83945,5.5613265
29,-553.8615,179.59715,424.5404,173.57182,-139.56544,152.41826,-393.25317,5.617277
30,-777.4048,160.77783,464.54416,520.53125,-233.9671,112.35346,-369.9543,5.5609736
31,-818.3081,234.38255,382.51315,422.0589,-141.5022,116.50137,-315.11273,5.3816795
32,-797.2042,327.39578,201.5254,270.6148,-10.977782,102.90976,-281.43085,5.477423
33,-590.1044,382.79272,203.75763,-63.488605,66.479485,132.73816,-284.07553,5.6355352
34,-718.2688,83.247284,501.04718,675.13995,-279.44888,80.10319,-319.13614,5.6308923
35,-697.695,229.46483,236.25491,627.7472,-219.67754,119.93257,-342.4004,5.373153
36,-727.477,248.62967,414.88266,201.1923,-143.90012,149.64484,-381.06625,5.658548
37,-636.8372,171.78563,310.95538,525.48456,-119.26734,43.361626,-173.11145,5.6479278
38,-765.365,88.87619,357.76862,227.7039,185.16406,159.50386,-430.65656,5.6258636
39,-1002.3505,219.14001,403.2705,74.29284,65.950584,193.81125,-213.16139,5.5821295
40,-653.855,-40.686146,449.25784,724.8047,-223.07182,207.53246,-474.8431,5.845568
41,-751.75916,442.99902,75.29561,625.35486,-308.65555,121.54566,-331.10477,5.68938
42,-1015.0346,141.05183,358.71317,487.6822,63.976315,107.46998,-358.9801,5.57508
43,-718.40515,141.13141,434.1641,311.85336,-144.2478,186.76753,-524.4068,5.5689692
44,-528.5263,162.86104,388.31497,115.54002,-85.68907,155.80907,-314.82672,5.497138
45,-785.329,187.76266,371.20526,398.30753,-165.15298,168.79301,-412.8747,5.580783
46,-767.3887,357.8102,192.4841,578.63403,-314.02338,90.68973,-159.97609,5.7937083
47,-390.5082,6.459788,575.4139,328.37854,-289.28333,152.35023,-307.08102,5.5310955
48,-674.5442,-48.911774,521.1182,418.5369,12.528105,114.58078,-360.69626,5.613549
49,-923.807,161.68425,357.93326,254.7222,229.85907,125.61363,-546.9215,5.688993
50,-858.4423,245.07536,243.24963,390.92676,71.960304,107.9347,-345.74744,5.5971804
51,-753.3518,116.842186,382.63,552.69403,-199.71478,162.6468,-415.19528,5.5227284
52,-1018.3915,246.17842,410.3637,732.78076,-261.48334,100.8738,-376.88446,5.553618
53,-414.91016,170.04643,424.07675,370.83786,-399.2744,172.78455,-325.32333,5.728963
54,-827.11774,402.24432,145.49422,372.62274,-60.5733,100.76935,-326.5372,5.6544576
55,-675.0556,269.7501,397.06662,494.156,-352.69797,110.59931,-258.59674,5.5957828
56,-806.2012,186.87053,352.17554,557.5686,-77.12882,70.31754,-338.6554,5.5555353
57,-701.8222,276.2796,246.68553,710.213,-360.50253,126.82865,-439.62366,5.4666767
58,-871.8355,405.62405,202.46706,169.7357,7.6547647,100.095726,-314.71375,5.636613
59,-652.86633,289.5071,434.36874,666.85986,-503.33353,58.480717,-389.25638,5.781486
60,-413.8863,194.86183,353.15982,471.9916,-408.64026,156.20868,-381.38516,5.625304
61,-727.9476,327.2283,206.07466,400.77872,-100.38792,123.51305,-395.11096,5.5219164
62,-682.98663,13.787922,386.40918,609.2212,-90.55242,144.85645,-434.7126,5.52234
63,-511.93216,276.6358,280.3145,298.88776,-224.26485,144.23872,-298.3878,5.564297
64,-413.9758,273.49185,194.86476,170.23021,-50.280098,121.542145,-349.5363,5.7771826
65,-831.16925,224.39565,420.92212,287.6086,-145.06973,133.74178,-319.61935,5.5932217
66,-635.00793,362.1512,178.30986,333.29324,-137.98888,59.43648,-118.32004,5.6536427
67,-826.88354,379.2591,249.09395,263.56714,-79.590034,115.11379,-361.63803,5.6505027
68,-832.67017,267.9493,338.64307,166.0873,0.80997694,140.9754,-431.9913,5.432489
69,-688.1819,-88.34273,784.9787,725.1501,-430.99313,96.376015,-392.40396,5.8673077
70,-811.215,262.37088,263.11996,541.00165,-159.95409,95.23672,-310.90482,5.490033
71,-591.3698,88.995384,479.8629,159.1541,6.4513707,152.85222,-538.9951,5.6287074
72,-866.8435,294.7071,399.2966,550.44745,-314.63434,74.51368,-346.6539,5.6946864
73,-635.2121,332.43472,158.4499,-13.885226,158.49725,83.169464,-191.83449,5.602843
74,-880.9376,176.58852,449.4834,385.37762,-19.818949,114.684494,-535.9035,5.526985
75,-857.6711,59.963623,446.41278,624.91907,-116.24435,137.87018,-398.7375,5.560801
76,-708.07574,260.98172,318.8699,467.80283,-197.93733,100.710434,-425.5996,5.6870694
77,-458.35132,34.663017,650.32587,387.31973,-368.31744,133.54639,-394.6329,5.642161
78,-914.94775,573.8801,5.5356936,319.95053,-73.59518,53.726864,-303.2038,5.7190547
79,-785.7973,377.8191,302.8295,499.22244,-412.7543,112.71816,-256.92358,5.615521
80,-652.3834,344.21262,177.99464,296.32782,-79.85328,115.9631,-465.58386,5.628782
81,-521.0253,145.62444,571.8002,585.4196,-503.7513,111.55925,-588.82996,5.6304584
82,-787.92664,-117.351654,522.77167,512.9344,137.71808,91.94657,-351.26685,5.675721
83,-866.2995,164.10194,436.13583,716.51984,-272.36447,101.05616,-440.34802,5.919538
84,-561.9707,256.76065,241.91882,-77.42358,193.79991,144.36676,-319.4719,5.7240415
85,-854.0436,248.88557,465.24478,488.77075,-359.3787,101.31156,-301.42975,5.692749
86,-628.024,192.86635,481.10776,379.31903,-315.62558,143.84047,-424.06357,5.564722
87,-693.17706,232.20142,515.12354,757.24036,-588.9791,81.03595,-490.30365,5.661532
88,-419.94876,336.70618,173.85483,687.47736,-509.75635,96.820885,-257.27353,5.7301455
89,-656.44635,373.2707,212.92123,-125.464516,80.153786,103.18748,-226.77963,5.612904
90,-724.5781,224.5663,548.8532,415.54504,-443.9928,123.93757,-194.51361,5.868708
91,-647.8491,340.94687,318.90363,512.26636,-372.9738,48.794655,-292.8858,5.7271395
92,-769.1561,101.7795,382.27872,123.22956,231.54243,124.79174,-328.9395,5.4589047
93,-685.0449,-27.190924,420.15506,421.27664,-12.034648,182.16515,-387.35037,5.5690303
94,-436.6058,208.837,452.35757,297.13943,-338.5975,180.8411,-453.5765,5.6835227
95,-776.8583,378.19513,289.27316,419.62152,-243.64189,105.50736,-385.5247,5.3847957
96,-917.4568,320.72232,290.08804,234.6227,13.983279,92.80366,-292.4151,5.6301026
97,-807.2496,240.2763,439.60562,193.51991,-73.96289,75.12048,-178.95901,5.780029
98,-775.1199,-82.938675,437.84406,91.47043,353.55325,180.75432,-295.5598,5.553201
99,-703.2988,193.89507,405.06616,538.6012,-393.93024,218.28825,-540.81415,5.8086877
100,-921.5598,294.0537,401.8243,293.07135,-40.58522,83.94165,-424.10434,5.514285
101,-601.7991,263.89694,356.99545,4.927572,-102.39663,135.27649,-224.71457,5.5506396
102,-497.85184,180.03339,397.8769,-161.43971,37.84634,172.22444,-167.97343,5.5146475
103,-488.78717,256.07455,364.8725,513.61566,-519.73126,184.5718,-414.43576,5.3687425
104,-555.8996,228.74828,347.18237,253.22621,-180.02435,190.47449,-459.323,5.6453166
105,-797.88605,276.6459,206.27975,238.98717,95.89932,111.22986,-338.23532,5.862266
106,-906.2108,165.31532,316.81317,220.43765,155.94885,176.5535,-421.96957,5.618813
107,-789.97327,127.410675,341.97656,535.79425,-53.72695,118.03173,-416.8443,5.4737477
108,-702.38416,88.91108,412.93387,109.47555,30.295458,196.31194,-320.27094,5.5421333
109,-751.3348,223.34409,394.28543,459.64166,-201.88684,126.95339,-381.04636,5.5785427
110,-1051.9644,451.71255,249.96227,330.64468,-35.057487,101.588524,-566.8596,5.5895967
111,-868.3189,148.30757,365.54364,505.53287,-0.2200106,132.33388,-367.52017,5.5179462
112,-445.3079,23.526981,494.70697,503.19168,-302.6187,174.95135,-428.22452,5.672394
113,-759.2166,372.9859,165.86661,263.92645,-56.610264,126.80188,-268.0484,5.638725
114,-757.4833,435.1515,214.56354,270.95798,-228.48982,126.44934,-276.0385,5.578419
115,-694.55176,203.62054,442.38205,507.50415,-289.56595,131.43944,-451.1191,5.6716423
116,-676.47925,245.17749,513.30035,219.70682,-309.84744,123.84127,-265.57074,5.725806
117,-684.7579,213.41315,459.3335,255.91573,-219.68575,134.22205,-308.90622,5.3163104
118,-903.44775,267.68137,300.63187,342.95743,49.35626,69.13144,-279.72424,5.530597
119,-585.44037,469.60352,171.24838,727.6828,-450.8826,56.60841,-446.50436,5.7293115
120,-823.64026,284.18106,265.49634,315.6274,-26.266998,99.116554,-360.26337,5.5622935
121,-840.046,21.532806,574.1208,411.43588,-0.3395048,102.93503,-402.28424,5.485881
122,-641.1187,104.623245,439.15237,438.6466,-215.96423,120.09807,-356.4805,5.716687
123,-644.537,328.2496,235.56938,297.10175,-206.58289,148.7692,-294.43924,5.6391435
124,-875.05176,150.79848,390.901,566.2499,-101.03258,141.08241,-388.43622,5.5518923
125,-675.19666,248.33008,202.30899,37.951527,155.3382,126.3172,-244.08543,5.5120983
126,-466.29807,27.740202,359.95602,222.40735,56.347652,165.11603,-345.88428,5.6281357
127,-672.9617,196.85316,560.2237,641.27966,-598.1387,141.69228,-391.51053,5.7780743
128,-732.34973,278.14413,329.64868,286.02963,-137.52544,114.64604,-304.66998,5.453045
129,-712.05347,218.61873,326.868,330.33197,-106.346596,141.97546,-286.9955,5.6923614
130,-815.0467,92.84531,434.40952,529.6988,-31.891027,97.432014,-495.7583,5.60521
131,-720.26355,620.3584,-212.6528,71.3241,141.85867,27.924715,-78.144615,5.6785216
132,-773.4291,213.2173,482.93423,590.658,-311.42755,97.47927,-385.35602,5.682389
133,-792.28546,354.4533,58.98838,687.1615,-146.94754,92.64025,-368.64597,5.78025
134,-1127.8221,55.84669,359.51144,916.6354,-49.39624,125.36766,-448.49008,5.661889
135,-615.232,43.520794,637.4292,433.06763,-209.53368,106.43075,-469.1278,5.48804
136,-804.3238,318.884,186.75774,677.4109,-280.399,93.64698,-161.40465,5.567983
137,-591.6523,23.345257,484.57593,437.73752,-193.74637,175.44418,-463.08157,5.515734
138,-803.5559,361.05508,154.98816,1001.72754,-487.8189,99.4561,-383.20465,5.7391925
139,-633.25916,-31.753489,572.6971,395.62958,-83.0295,106.08782,-326.52872,5.6091776
140,-684.16754,268.43896,296.44427,244.03325,-181.87286,190.53711,-316.56802,5.6985135
141,-324.49295,-110.66826,647.72205,339.2029,-228.10272,262.37915,-500.07983,5.9247804
142,-930.4714,293.07468,172.68004,227.32341,217.10223,69.11262,-203.59557,5.6551485
143,-873.13434,228.7522,447.2165,472.16684,-159.44055,80.02401,-409.9874,5.623738
144,-581.7642,292.48883,402.3116,56.1937,-159.00157,144.09985,-442.01425,5.6462827
145,-739.79395,69.16308,503.8758,87.918274,174.44873,135.62732,-432.59116,5.62107
146,-952.7649,293.09097,183.39326,154.62357,304.08295,89.764854,-378.18967,5.5688915
147,-654.11005,271.98486,231.94559,-36.075554,237.41083,133.55244,-441.1616,5.6926274
148,-477.0995,112.23,345.37286,-145.46704,214.21509,167.17357,-298.02844,5.6748295
149,-711.1868,129.11072,371.0224,500.02338,-152.52426,134.20958,-340.68774,5.4818444
150,-609.3187,306.57788,186.86241,314.9261,-180.26254,164.81677,-384.7947,5.8063164
151,-688.543,29.940237,553.5692,511.0662,-175.12578,158.83841,-477.251,5.6687374
152,-601.56714,240.73206,417.7334,60.47734,-27.129808,104.05081,-357.8206,5.6071
153,-909.89685,344.6195,315.01474,476.3947,-263.8629,132.15468,-302.29385,5.8250833
154,-533.4362,101.976395,464.4757,459.37982,-305.70526,178.46706,-453.4248,5.5690866
155,-843.7735,191.44551,355.53644,319.15546,33.65593,130.87764,-399.06415,5.4591336
156,-822.81866,270.2701,238.468,592.13385,-147.3572,88.24533,-240.05103,5.377932
157,-529.80273,120.743416,487.2829,519.4968,-415.05368,146.03984,-428.0698,5.7392974
158,-509.88614,125.29353,490.26514,289.60593,-300.28494,226.26631,-413.54947,5.6952915
159,-903.1866,179.36546,409.02667,522.6826,-91.22981,116.28676,-417.09457,5.568164
160,-769.1607,57.417946,480.7629,287.0926,37.228424,155.97348,-480.4416,5.552269
161,-584.27203,191.47256,477.23557,440.43674,-407.1184,128.11937,-387.43835,5.4949527
162,-642.3875,69.32145,494.0006,180.47342,46.9863,151.22307,-401.55557,5.6101665
163,-529.90814,169.84094,235.09839,349.41376,-83.78524,154.66011,-390.44635,5.5561047
164,-782.5848,357.192,165.4893,12.941949,175.13597,95.32308,-294.90836,5.5208874
165,-650.74634,254.26392,385.44693,331.7578,-269.10345,157.62334,-427.47412,5.7141094
166,-835.05707,451.9719,134.35439,97.219444,-16.155207,127.920265,-209.73376,5.677881
167,-466.8529,92.218605,464.58487,713.0409,-477.9328,129.10759,-416.66928,5.548316
168,-561.23956,349.81802,230.60097,6.120951,-3.391836,127.86014,-327.809,5.6197968
169,-891.77124,286.32297,365.3407,310.51147,-19.576517,88.27483,-465.2054,5.692191
170,-518.7092,122.91318,566.0857,347.44107,-368.31534,164.86064,-373.6847,5.676392
171,-523.69714,214.28273,406.89697,313.58298,-261.1019,151.27174,-532.6103,5.515197
172,-614.8778,236.79645,221.07224,363.62637,-115.11594,123.818,-238.45036,5.4836783
173,-743.36615,184.2178,335.96515,-1.4853591,152.02092,150.71935,-266.11954,5.5293865
174,-810.9621,89.80605,487.10464,159.25694,116.99998,118.927345,-375.50543,5.554071
175,-773.686,70.63837,528.77563,218.38007,23.073507,110.12363,-387.34747,5.670595
176,-707.52124,209.34674,397.8802,355.71136,-76.223114,85.78347,-437.4159,5.411384
177,-798.4621,65.12172,316.21753,526.8958,71.77568,115.44975,-399.61682,5.6269503
178,-834.09235,251.7243,351.1142,442.49582,-152.92441,103.17188,-343.08258,5.427491
179,-771.96265,165.70638,351.39224,232.42818,158.30069,124.99719,-452.66293,5.5873165
180,-635.02905,88.40454,423.44342,448.73743,-106.39972,136.62273,-535.3506,5.7229342
181,-777.56244,288.86942,277.7014,649.6032,-252.87556,111.331085,-412.01767,5.5849085
182,-858.9446,206.26494,400.34024,521.23364,-198.31735,100.576965,-226.50687,5.5125804
183,-680.2826,164.70312,439.12408,185.60141,-140.53201,158.74478,-298.28696,5.4608397
184,-862.90906,271.88763,300.91248,467.62823,-136.94887,135.86713,-545.0174,5.441378
185,-676.81067,93.6459,413.6677,488.12143,-199.03464,185.28058,-426.56015,5.5385337
186,-654.12305,294.9505,389.17474,286.7864,-335.17465,134.42946,-205.15619,5.8378367
187,-618.65607,116.1182,563.4652,917.406,-661.30853,128.99649,-394.47003,5.963652
188,-734.90485,229.38239,438.0094,146.97198,-69.27283,103.465416,-302.9091,5.6324143
189,-1015.22296,219.77734,370.63232,620.6536,-238.39822,164.2819,-353.29752,5.642085
190,-519.942,71.704216,403.06488,325.6687,-67.84265,169.25233,-361.3049,5.4851694
191,-909.6291,330.86603,429.64706,-79.8536,-8.31208,148.58719,-263.184,5.9249325
192,-801.2468,89.16604,213.19054,317.34744,263.1806,126.91418,-439.30542,5.769277
193,-980.425,157.35553,376.1684,576.7132,0.872052,94.58637,-438.8036,5.810028
194,-603.29126,277.68604,356.24457,422.19937,-321.25287,83.13956,-260.05804,5.46206
195,-867.9441,256.65576,190.32922,37.548004,346.08896,98.96377,-270.6656,5.563701
196,-496.63928,242.34119,186.24286,209.85132,40.19973,142.47876,-436.07297,5.7707076
197,-963.1903,145.61009,363.77774,387.96445,113.14212,111.8786,-395.90735,5.572818
198,-710.6029,192.001,335.08463,510.47122,-206.32384,193.841,-505.2691,5.5271287
199,-1017.91864,552.3549,-12.480963,92.77815,201.38913,96.6698,-188.79102,5.8030977
200,-692.57227,144.07486,417.79993,451.33752,-94.044334,108.55425,-442.33514,5.516939
201,-917.4933,172.37387,209.34285,81.64149,368.52487,196.73601,-440.73944,5.4132524
202,-507.9713,34.456802,520.2628,594.14325,-435.59003,200.8519,-387.83118,5.6002812
203,-872.86884,351.05386,349.9205,8.830536,-1.9983398,122.099304,-246.404,5.7212286
204,-774.0595,211.96101,269.58417,162.4463,127.8096,163.11127,-476.7411,5.6118994
205,-809.2824,303.95633,428.88867,79.27571,-110.10726,122.98101,-236.038,5.576162
206,-742.5874,164.9694,338.43198,221.59857,49.539627,171.95963,-386.7507,5.5061493
207,-632.7719,214.26933,349.50684,144.95642,-30.17755,115.75238,-254.04648,5.492728
208,-548.98444,320.2164,186.05988,344.5564,-236.9898,124.082825,-421.51636,5.7877812
209,-552.14514,215.98729,430.46494,237.5349,-256.79617,175.54378,-543.9835,5.8904896
210,-844.9421,184.24133,361.9369,469.59088,-125.587036,147.57948,-418.7928,5.471171
211,-623.7255,156.55551,348.34628,297.8972,-45.819305,158.63301,-359.1022,5.68717
212,-783.0409,154.25838,330.30078,544.5176,-159.34726,164.4751,-313.71292,5.4993763
213,-691.6132,51.837578,506.18643,699.3948,-341.73474,226.5326,-639.1079,5.6566606
214,-877.0199,211.22253,482.25815,201.52524,-6.339626,95.717674,-380.3725,5.4806595
215,-866.95703,345.79153,301.75516,487.31244,-261.14618,113.4092,-398.47885,5.5949593
216,-501.9536,61.98698,634.6924,358.98666,-236.83205,101.38319,-480.4049,5.5404987
217,-477.767,98.807816,516.64166,196.84108,-236.95932,155.89307,-429.21573,5.605701
218,-611.15985,156.60742,501.76877,531.8697,-413.43796,152.5636,-373.56543,5.4684453
219,-841.0206,174.88344,447.14615,69.44493,149.79747,147.71729,-458.0625,5.7244544
220,-869.4652,411.61682,272.33395,453.79648,-205.69975,48.81404,-340.03534,5.495108
221,-623.11194,126.90009,590.5708,111.05248,-82.64219,74.7639,-273.96713,5.540124
222,-672.56305,194.42502,311.9527,58.435436,132.8567,154.30623,-346.49872,5.584606
223,-820.85834,147.84956,412.37274,428.5214,-70.27472,143.61739,-527.9592,5.7255425
224,-586.03973,216.96526,386.36536,307.77386,-225.46996,77.90764,-89.37385,5.7824755
225,-693.24115,157.96591,437.72998,748.2771,-396.35864,118.34633,-414.595,5.4833803
226,-586.68054,143.3236,462.96445,-27.04322,-23.217394,200.0733,-275.20065,5.578401
227,-609.50555,217.2194,424.0229,440.02032,-359.84912,138.55664,-382.41998,5.7257156
228,-702.5688,232.17851,412.60245,193.00542,-131.2682,153.4631,-330.50168,5.4401083
229,-454.8103,92.931915,491.13312,266.9333,-221.85835,150.71332,-394.89075,5.496966
230,-1126.0679,205.59029,292.58743,599.9314,62.69518,114.64814,-485.0076,5.616459
231,-883.16174,72.0028,437.4076,209.45155,157.18166,157.66988,-433.0745,5.5126824
232,-746.6297,288.15894,186.27896,822.5762,-350.33273,125.80425,-352.86456,5.6358147
233,-680.2645,126.08827,406.10596,645.22705,-303.8301,157.874,-553.0714,5.5460835
234,-928.62994,275.83087,334.6097,292.48578,72.752975,103.368034,-468.4327,5.6915965
235,-607.6592,160.97572,336.43588,191.63716,-71.788795,187.36035,-428.39307,5.655339
236,-755.475,321.95004,366.16547,472.26987,-334.38593,83.96275,-275.38693,5.542926
237,-720.53564,238.73654,135.30113,330.1808,6.900827,137.48608,-204.66632,5.7614985
238,-476.42773,297.21143,260.6794,316.2142,-311.35754,174.73221,-312.76657,5.5054603
239,-575.8287,-17.033836,583.17926,438.1248,-225.33197,116.32727,-224.98276,5.539318
240,-796.9699,206.33345,326.2305,73.80556,150.34587,138.32391,-273.43903,5.4910965
241,-726.5559,181.49968,377.6461,349.98346,-118.24275,138.81013,-351.8617,5.498978
242,-755.28815,256.63354,370.454,336.96094,-139.3368,116.46553,-392.45966,5.4901695
243,-677.533,260.02393,301.82224,293.33575,-150.93456,162.83803,-413.7975,5.4749355
244,-735.8582,254.51334,420.81128,148.09384,-100.703804,143.71329,-413.25754,5.6152987
245,-932.67114,318.12653,120.18293,673.04663,-63.02463,98.82333,-438.78214,5.6956844
246,-706.3407,228.47598,380.5013,363.44293,-189.05928,109.70855,-370.29745,5.6056814
247,-862.9568,183.42392,326.28305,306.89807,83.915596,141.10213,-398.01813,5.568381
248,-905.9222,139.44777,322.56357,633.0861,-52.938828,106.618546,-266.31906,5.41579
249,-474.57288,32.980335,422.68198,109.29904,72.141464,127.75558,-350.41647,5.4965897
250,-486.83563,195.97455,369.01117,414.49463,-344.53055,141.79944,-329.98245,5.7210727
251,-605.1391,60.030983,539.52765,568.6443,-340.05435,166.11243,-405.4782,5.6402593
252,-782.63165,106.328285,521.3639,162.78941,-21.479227,154.76654,-414.94867,5.569107
253,-752.95355,218.7466,270.6355,163.4859,66.85407,130.44812,-267.1482,5.391756
254,-648.91833,163.61905,294.27866,455.0836,-193.04178,159.79523,-215.15933,5.5175076
255,-423.71722,166.84587,517.5371,456.6882,-553.7665,158.22089,-339.61218,5.7649612
256,-848.4479,355.90567,210.77728,443.42438,-78.84982,95.49605,-453.4171,5.6827908
257,-471.43967,212.9772,334.8276,114.9549,-65.03902,138.73164,-246.53731,5.628261
258,-724.92664,110.51798,561.79346,517.26166,-164.08707,47.992203,-448.6589,5.76519
259,-849.8038,261.17053,315.77838,171.67786,47.099346,114.24899,-312.88565,5.575395
260,-466.4329,-13.243924,617.24146,132.88762,-240.28969,194.30743,-216.39227,5.9193935
261,-843.40375,248.90846,265.97156,74.1896,194.62094,139.08656,-368.5881,5.647927
262,-717.64954,423.51468,250.77785,338.70615,-281.9124,126.70035,-336.30908,5.730634
263,-876.6827,358.4936,314.71896,212.46901,-160.65225,154.14178,-267.5744,5.758522
264,-758.2213,170.5248,386.24777,534.7096,-227.92189,150.137,-438.42935,5.540235
265,-841.80176,18.574183,447.92987,421.38327,-0.07134196,155.96858,-475.6212,5.644064
266,-775.13184,331.62167,188.89449,492.5571,-144.77269,103.638725,-326.18585,5.7068615
267,-723.8672,339.58636,232.90233,538.72375,-297.78497,97.866104,-308.69867,5.462144
268,-656.2897,290.17975,306.64127,381.09418,-234.35681,138.19257,-362.57968,5.686969
269,-687.82666,3.3493328,513.0807,683.1205,-154.42902,126.08023,-575.8627,5.7765326
270,-861.0763,167.3717,394.3968,318.30148,29.594305,124.97748,-399.8344,5.5277357
271,-805.0892,-14.906126,794.0846,629.50745,-389.31583,143.95459,-549.4313,5.864317
272,-858.1245,194.18068,463.37177,1088.7097,-533.6571,103.372505,-580.2747,5.660689
273,-786.4866,158.05476,389.43033,435.5884,-75.67072,114.61649,-379.3175,5.5656724
274,-811.86176,456.10385,137.5456,-16.09613,34.099777,110.36449,-135.27225,5.539026
275,-561.8608,28.073835,543.5937,442.1775,-256.93417,197.18515,-585.50244,5.462934
276,-721.7101,84.74496,499.8845,419.51324,-167.01924,184.27242,-476.4073,5.6351976
277,-716.539,260.23865,333.15216,36.606224,80.93289,119.63515,-271.92136,5.5143595
278,-969.2822,330.2253,266.08728,560.68896,-133.05267,88.2185,-342.9798,5.702074
279,-494.32037,369.37695,299.83383,264.17648,-422.27325,111.59166,-200.66425,5.7955465
280,-516.4959,62.37071,451.27652,99.062256,-36.868427,211.37247,-364.3205,5.636069
281,-772.91034,261.00632,329.74136,816.0637,-509.45914,156.99751,-411.687,5.6318417
282,-564.8261,245.04274,394.13492,493.9537,-355.2185,122.47354,-369.91434,5.721282
283,-580.59186,301.48508,181.85371,363.15256,-139.65071,134.1168,-319.9927,5.79978
284,-779.07294,237.45851,265.27078,218.14023,23.945894,106.63453,-124.01717,5.595572
285,-810.7392,270.55917,339.25534,267.01297,-11.735862,126.48832,-489.51688,5.580629
286,-724.28455,98.72873,415.19055,428.9285,-33.31139,154.72043,-533.7059,5.461764
287,-945.146,255.39534,294.26276,281.77292,19.478188,134.68774,-394.49478,5.6577497
288,-578.4465,296.6655,417.5551,34.068207,-180.68983,163.97282,-349.00806,5.5100574
289,-529.35236,69.88115,397.6505,45.82993,212.66713,146.97493,-459.8379,5.6346993
290,-708.6857,301.46594,351.5215,6.875298,75.0061,56.27537,-187.46593,5.6805067
291,-788.5201,85.69029,253.74255,660.3508,-79.27727,147.95,-216.9879,5.724942
292,-667.6834,115.54498,383.46304,474.2378,-170.21013,174.14,-341.16153,5.4330287
293,-774.6348,431.45242,220.4582,156.01787,-138.95828,122.31984,-158.89899,5.536432
294,-1079.8623,26.374018,585.1193,496.51074,86.90401,100.328354,-552.9296,5.567527
295,-854.24744,426.94885,154.4862,258.4283,-16.392357,83.62896,-241.45982,5.7539268
296,-710.51373,177.66412,541.02893,281.6051,-170.70863,123.22355,-445.1284,5.5774155
297,-898.1633,180.26193,485.2639,569.6174,-170.63788,80.406525,-492.52213,5.9423976
298,-900.90295,221.16455,231.08267,399.10303,145.7356,94.85988,-389.19608,5.6316595
299,-918.32764,208.1758,277.81564,-80.27375,392.65088,128.69525,-315.01102,5.644852
300,-647.27826,17.794365,654.0369,75.19112,52.032997,94.69075,-421.96823,5.954928
301,-946.76685,255.9021,370.3513,326.14035,-45.984585,104.22295,-258.4794,5.709739
302,-964.12427,384.65854,256.961,169.94109,124.619675,107.41796,-522.82355,5.7757416
303,-956.83575,222.21672,197.03458,-14.93762,445.59183,129.66576,-344.01517,5.5919757
304,-892.0729,350.20786,276.08862,465.6312,-114.33049,42.366188,-349.75153,5.64791
305,-701.11127,212.38487,427.2625,610.1285,-341.44907,108.725685,-514.5383,5.6407437
306,-708.953,247.63467,416.88867,576.37915,-400.79526,121.04514,-382.92322,5.8402796
307,-550.1,202.92195,377.33896,897.31195,-637.93475,155.82404,-465.79306,5.9721537
